SED_NAME16	DwellingStructure	InternetAccessedFromDwelling	occupied_private_dwellings
Warren-Blackwood (South West)			4
Warren-Blackwood (South West)		0	19
Warren-Blackwood (South West)		1	82
Warren-Blackwood (South West)	(Other)		13
Warren-Blackwood (South West)	(Other)	0	55
Warren-Blackwood (South West)	(Other)	1	119
Warren-Blackwood (South West)	Flat/apartment		16
Warren-Blackwood (South West)	Flat/apartment	0	83
Warren-Blackwood (South West)	Flat/apartment	1	97
Warren-Blackwood (South West)	Semi-detached, row/terrace house, townhouse etc.		22
Warren-Blackwood (South West)	Semi-detached, row/terrace house, townhouse etc.	0	165
Warren-Blackwood (South West)	Semi-detached, row/terrace house, townhouse etc.	1	287
Warren-Blackwood (South West)	Separate house		306
Warren-Blackwood (South West)	Separate house	0	2263
Warren-Blackwood (South West)	Separate house	1	11326
West Swan (East Metropolitan)			9
West Swan (East Metropolitan)		0	3
West Swan (East Metropolitan)		1	17
West Swan (East Metropolitan)	(Other)		6
West Swan (East Metropolitan)	(Other)	0	44
West Swan (East Metropolitan)	(Other)	1	54
West Swan (East Metropolitan)	Flat/apartment		3
West Swan (East Metropolitan)	Flat/apartment	0	22
West Swan (East Metropolitan)	Flat/apartment	1	84
West Swan (East Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		46
West Swan (East Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	311
West Swan (East Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	1471
West Swan (East Metropolitan)	Separate house		314
West Swan (East Metropolitan)	Separate house	0	1131
West Swan (East Metropolitan)	Separate house	1	14800
Willagee (South Metropolitan)		0	6
Willagee (South Metropolitan)		1	33
Willagee (South Metropolitan)	(Other)	1	3
Willagee (South Metropolitan)	Flat/apartment		17
Willagee (South Metropolitan)	Flat/apartment	0	157
Willagee (South Metropolitan)	Flat/apartment	1	390
Willagee (South Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		66
Willagee (South Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	598
Willagee (South Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	1573
Willagee (South Metropolitan)	Separate house		266
Willagee (South Metropolitan)	Separate house	0	1619
Willagee (South Metropolitan)	Separate house	1	9377
Bass (Apsley)			3
Bass (Apsley)		0	13
Bass (Apsley)		1	32
Bass (Apsley)	(Other)		3
Bass (Apsley)	(Other)	0	11
Bass (Apsley)	(Other)	1	17
Bass (Apsley)	Flat/apartment		3
Bass (Apsley)	Flat/apartment	0	24
Bass (Apsley)	Flat/apartment	1	15
Bass (Apsley)	Semi-detached, row/terrace house, townhouse etc.	0	37
Bass (Apsley)	Semi-detached, row/terrace house, townhouse etc.	1	23
Bass (Apsley)	Separate house		111
Bass (Apsley)	Separate house	0	942
Bass (Apsley)	Separate house	1	2777
Bass (Launceston)			5
Bass (Launceston)		0	6
Bass (Launceston)		1	42
Bass (Launceston)	(Other)		3
Bass (Launceston)	(Other)	0	7
Bass (Launceston)	(Other)	1	48
Bass (Launceston)	Flat/apartment		43
Bass (Launceston)	Flat/apartment	0	475
Bass (Launceston)	Flat/apartment	1	974
Bass (Launceston)	Semi-detached, row/terrace house, townhouse etc.		38
Bass (Launceston)	Semi-detached, row/terrace house, townhouse etc.	0	284
Bass (Launceston)	Semi-detached, row/terrace house, townhouse etc.	1	741
Bass (Launceston)	Separate house		218
Bass (Launceston)	Separate house	0	1473
Bass (Launceston)	Separate house	1	8487
Bass (Rosevears)			4
Bass (Rosevears)		0	5
Bass (Rosevears)		1	25
Bass (Rosevears)	(Other)		4
Bass (Rosevears)	(Other)	0	11
Bass (Rosevears)	(Other)	1	17
Bass (Rosevears)	Flat/apartment		29
Bass (Rosevears)	Flat/apartment	0	182
Bass (Rosevears)	Flat/apartment	1	401
Bass (Rosevears)	Semi-detached, row/terrace house, townhouse etc.		19
Bass (Rosevears)	Semi-detached, row/terrace house, townhouse etc.	0	134
Bass (Rosevears)	Semi-detached, row/terrace house, townhouse etc.	1	348
Bass (Rosevears)	Separate house		142
Bass (Rosevears)	Separate house	0	949
Bass (Rosevears)	Separate house	1	6950
Bass (Windermere)			10
Bass (Windermere)		0	15
Bass (Windermere)		1	14
Bass (Windermere)	(Other)	0	11
Bass (Windermere)	(Other)	1	31
Bass (Windermere)	Flat/apartment		40
Bass (Windermere)	Flat/apartment	0	321
Bass (Windermere)	Flat/apartment	1	418
Bass (Windermere)	Semi-detached, row/terrace house, townhouse etc.		78
Bass (Windermere)	Semi-detached, row/terrace house, townhouse etc.	0	490
Bass (Windermere)	Semi-detached, row/terrace house, townhouse etc.	1	856
Bass (Windermere)	Separate house		291
Bass (Windermere)	Separate house	0	2243
Bass (Windermere)	Separate house	1	8396
Braddon (Mersey)			3
Braddon (Mersey)		0	5
Braddon (Mersey)		1	24
Braddon (Mersey)	(Other)		6
Braddon (Mersey)	(Other)	0	42
Braddon (Mersey)	(Other)	1	57
Braddon (Mersey)	Flat/apartment		12
Braddon (Mersey)	Flat/apartment	0	111
Braddon (Mersey)	Flat/apartment	1	74
Braddon (Mersey)	Semi-detached, row/terrace house, townhouse etc.		64
Braddon (Mersey)	Semi-detached, row/terrace house, townhouse etc.	0	547
Braddon (Mersey)	Semi-detached, row/terrace house, townhouse etc.	1	581
Braddon (Mersey)	Separate house		259
Braddon (Mersey)	Separate house	0	2196
Braddon (Mersey)	Separate house	1	8899
Braddon (Montgomery)			11
Braddon (Montgomery)		0	3
Braddon (Montgomery)		1	31
Braddon (Montgomery)	(Other)	0	41
Braddon (Montgomery)	(Other)	1	51
Braddon (Montgomery)	Flat/apartment		7
Braddon (Montgomery)	Flat/apartment	0	91
Braddon (Montgomery)	Flat/apartment	1	124
Braddon (Montgomery)	Semi-detached, row/terrace house, townhouse etc.		55
Braddon (Montgomery)	Semi-detached, row/terrace house, townhouse etc.	0	458
Braddon (Montgomery)	Semi-detached, row/terrace house, townhouse etc.	1	456
Braddon (Montgomery)	Separate house		283
Braddon (Montgomery)	Separate house	0	2319
Braddon (Montgomery)	Separate house	1	8761
Braddon (Murchison)			8
Braddon (Murchison)		0	9
Braddon (Murchison)		1	50
Braddon (Murchison)	(Other)		3
Braddon (Murchison)	(Other)	0	27
Braddon (Murchison)	(Other)	1	50
Braddon (Murchison)	Flat/apartment		12
Braddon (Murchison)	Flat/apartment	0	70
Braddon (Murchison)	Flat/apartment	1	81
Braddon (Murchison)	Semi-detached, row/terrace house, townhouse etc.		32
Braddon (Murchison)	Semi-detached, row/terrace house, townhouse etc.	0	250
Braddon (Murchison)	Semi-detached, row/terrace house, townhouse etc.	1	298
Braddon (Murchison)	Separate house		301
Braddon (Murchison)	Separate house	0	2625
Braddon (Murchison)	Separate house	1	9000
Braddon (Western Tiers)	Separate house		5
Braddon (Western Tiers)	Separate house	0	3
Braddon (Western Tiers)	Separate house	1	57
Denison (Derwent)		1	3
Denison (Derwent)	(Other)	1	3
Denison (Derwent)	Flat/apartment		10
Denison (Derwent)	Flat/apartment	0	111
Denison (Derwent)	Flat/apartment	1	264
Denison (Derwent)	Semi-detached, row/terrace house, townhouse etc.		7
Denison (Derwent)	Semi-detached, row/terrace house, townhouse etc.	0	58
Denison (Derwent)	Semi-detached, row/terrace house, townhouse etc.	1	85
Denison (Derwent)	Separate house		63
Denison (Derwent)	Separate house	0	519
Denison (Derwent)	Separate house	1	2561
Denison (Elwick)			4
Denison (Elwick)		0	3
Denison (Elwick)		1	19
Denison (Elwick)	(Other)		3
Denison (Elwick)	(Other)	0	16
Denison (Elwick)	(Other)	1	53
Denison (Elwick)	Flat/apartment		82
Denison (Elwick)	Flat/apartment	0	762
Denison (Elwick)	Flat/apartment	1	947
Denison (Elwick)	Semi-detached, row/terrace house, townhouse etc.		62
Denison (Elwick)	Semi-detached, row/terrace house, townhouse etc.	0	424
Denison (Elwick)	Semi-detached, row/terrace house, townhouse etc.	1	539
Denison (Elwick)	Separate house		301
Denison (Elwick)	Separate house	0	2558
Denison (Elwick)	Separate house	1	8917
Denison (Hobart)			14
Denison (Hobart)		0	7
Denison (Hobart)		1	46
Denison (Hobart)	(Other)		3
Denison (Hobart)	(Other)	0	10
Denison (Hobart)	(Other)	1	50
Denison (Hobart)	Flat/apartment		79
Denison (Hobart)	Flat/apartment	0	598
Denison (Hobart)	Flat/apartment	1	2315
Denison (Hobart)	Semi-detached, row/terrace house, townhouse etc.		33
Denison (Hobart)	Semi-detached, row/terrace house, townhouse etc.	0	192
Denison (Hobart)	Semi-detached, row/terrace house, townhouse etc.	1	1128
Denison (Hobart)	Separate house		159
Denison (Hobart)	Separate house	0	895
Denison (Hobart)	Separate house	1	8036
Denison (Huon)	Separate house	0	14
Denison (Huon)	Separate house	1	135
Denison (Nelson)			9
Denison (Nelson)		1	23
Denison (Nelson)	(Other)		5
Denison (Nelson)	(Other)	0	4
Denison (Nelson)	(Other)	1	25
Denison (Nelson)	Flat/apartment		30
Denison (Nelson)	Flat/apartment	0	147
Denison (Nelson)	Flat/apartment	1	768
Denison (Nelson)	Semi-detached, row/terrace house, townhouse etc.		30
Denison (Nelson)	Semi-detached, row/terrace house, townhouse etc.	0	128
Denison (Nelson)	Semi-detached, row/terrace house, townhouse etc.	1	684
Denison (Nelson)	Separate house		119
Denison (Nelson)	Separate house	0	463
Denison (Nelson)	Separate house	1	5847
Franklin (Derwent)		1	5
Franklin (Derwent)	Flat/apartment	0	24
Franklin (Derwent)	Flat/apartment	1	66
Franklin (Derwent)	Semi-detached, row/terrace house, townhouse etc.	0	3
Franklin (Derwent)	Semi-detached, row/terrace house, townhouse etc.	1	14
Franklin (Derwent)	Separate house		17
Franklin (Derwent)	Separate house	0	126
Franklin (Derwent)	Separate house	1	1088
Franklin (Huon)			3
Franklin (Huon)		0	4
Franklin (Huon)		1	24
Franklin (Huon)	(Other)		11
Franklin (Huon)	(Other)	0	41
Franklin (Huon)	(Other)	1	99
Franklin (Huon)	Flat/apartment		9
Franklin (Huon)	Flat/apartment	0	75
Franklin (Huon)	Flat/apartment	1	122
Franklin (Huon)	Semi-detached, row/terrace house, townhouse etc.		15
Franklin (Huon)	Semi-detached, row/terrace house, townhouse etc.	0	64
Franklin (Huon)	Semi-detached, row/terrace house, townhouse etc.	1	183
Franklin (Huon)	Separate house		228
Franklin (Huon)	Separate house	0	1765
Franklin (Huon)	Separate house	1	10493
Franklin (Nelson)		1	5
Franklin (Nelson)	(Other)	1	3
Franklin (Nelson)	Flat/apartment	0	37
Franklin (Nelson)	Flat/apartment	1	78
Franklin (Nelson)	Semi-detached, row/terrace house, townhouse etc.		12
Franklin (Nelson)	Semi-detached, row/terrace house, townhouse etc.	0	81
Franklin (Nelson)	Semi-detached, row/terrace house, townhouse etc.	1	304
Franklin (Nelson)	Separate house		78
Franklin (Nelson)	Separate house	0	497
Franklin (Nelson)	Separate house	1	3216
Franklin (Pembroke)			3
Franklin (Pembroke)		0	4
Franklin (Pembroke)		1	18
Franklin (Pembroke)	(Other)	0	5
Franklin (Pembroke)	(Other)	1	23
Franklin (Pembroke)	Flat/apartment		12
Franklin (Pembroke)	Flat/apartment	0	116
Franklin (Pembroke)	Flat/apartment	1	208
Franklin (Pembroke)	Semi-detached, row/terrace house, townhouse etc.		36
Franklin (Pembroke)	Semi-detached, row/terrace house, townhouse etc.	0	269
Franklin (Pembroke)	Semi-detached, row/terrace house, townhouse etc.	1	437
Franklin (Pembroke)	Separate house		254
Franklin (Pembroke)	Separate house	0	1865
Franklin (Pembroke)	Separate house	1	10372
Franklin (Rumney)		1	22
Franklin (Rumney)	(Other)		10
Franklin (Rumney)	(Other)	0	20
Franklin (Rumney)	(Other)	1	35
Franklin (Rumney)	Flat/apartment		3
Franklin (Rumney)	Flat/apartment	0	16
Franklin (Rumney)	Flat/apartment	1	21
Franklin (Rumney)	Semi-detached, row/terrace house, townhouse etc.		12
Franklin (Rumney)	Semi-detached, row/terrace house, townhouse etc.	0	53
Franklin (Rumney)	Semi-detached, row/terrace house, townhouse etc.	1	95
Franklin (Rumney)	Separate house		124
Franklin (Rumney)	Separate house	0	987
Franklin (Rumney)	Separate house	1	6019
Lyons (Apsley)			5
Lyons (Apsley)		0	19
Lyons (Apsley)		1	57
Lyons (Apsley)	(Other)		8
Lyons (Apsley)	(Other)	0	43
Lyons (Apsley)	(Other)	1	62
Lyons (Apsley)	Flat/apartment		10
Lyons (Apsley)	Flat/apartment	0	30
Lyons (Apsley)	Flat/apartment	1	34
Lyons (Apsley)	Semi-detached, row/terrace house, townhouse etc.		5
Lyons (Apsley)	Semi-detached, row/terrace house, townhouse etc.	0	48
Lyons (Apsley)	Semi-detached, row/terrace house, townhouse etc.	1	58
Lyons (Apsley)	Separate house		211
Lyons (Apsley)	Separate house	0	2002
Lyons (Apsley)	Separate house	1	5486
Lyons (Derwent)			3
Lyons (Derwent)		0	8
Lyons (Derwent)		1	29
Lyons (Derwent)	(Other)	0	23
Lyons (Derwent)	(Other)	1	21
Lyons (Derwent)	Flat/apartment		17
Lyons (Derwent)	Flat/apartment	0	209
Lyons (Derwent)	Flat/apartment	1	278
Lyons (Derwent)	Semi-detached, row/terrace house, townhouse etc.		9
Lyons (Derwent)	Semi-detached, row/terrace house, townhouse etc.	0	102
Lyons (Derwent)	Semi-detached, row/terrace house, townhouse etc.	1	81
Lyons (Derwent)	Separate house		212
Lyons (Derwent)	Separate house	0	2126
Lyons (Derwent)	Separate house	1	5924
Lyons (Rosevears)		0	3
Lyons (Rosevears)		1	12
Lyons (Rosevears)	(Other)		9
Lyons (Rosevears)	(Other)	0	8
Lyons (Rosevears)	(Other)	1	43
Lyons (Rosevears)	Flat/apartment	0	7
Lyons (Rosevears)	Flat/apartment	1	11
Lyons (Rosevears)	Semi-detached, row/terrace house, townhouse etc.	0	13
Lyons (Rosevears)	Semi-detached, row/terrace house, townhouse etc.	1	8
Lyons (Rosevears)	Separate house		92
Lyons (Rosevears)	Separate house	0	624
Lyons (Rosevears)	Separate house	1	2949
Lyons (Rumney)			3
Lyons (Rumney)		0	11
Lyons (Rumney)		1	16
Lyons (Rumney)	(Other)		3
Lyons (Rumney)	(Other)	0	12
Lyons (Rumney)	(Other)	1	32
Lyons (Rumney)	Flat/apartment	0	6
Lyons (Rumney)	Flat/apartment	1	4
Lyons (Rumney)	Semi-detached, row/terrace house, townhouse etc.		5
Lyons (Rumney)	Semi-detached, row/terrace house, townhouse etc.	0	25
Lyons (Rumney)	Semi-detached, row/terrace house, townhouse etc.	1	40
Lyons (Rumney)	Separate house		159
Lyons (Rumney)	Separate house	0	1205
Lyons (Rumney)	Separate house	1	4957
Lyons (Western Tiers)			9
Lyons (Western Tiers)		0	11
Lyons (Western Tiers)		1	25
Lyons (Western Tiers)	(Other)		5
Lyons (Western Tiers)	(Other)	0	17
Lyons (Western Tiers)	(Other)	1	57
Lyons (Western Tiers)	Flat/apartment		13
Lyons (Western Tiers)	Flat/apartment	0	79
Lyons (Western Tiers)	Flat/apartment	1	139
Lyons (Western Tiers)	Semi-detached, row/terrace house, townhouse etc.		9
Lyons (Western Tiers)	Semi-detached, row/terrace house, townhouse etc.	0	115
Lyons (Western Tiers)	Semi-detached, row/terrace house, townhouse etc.	1	129
Lyons (Western Tiers)	Separate house		308
Lyons (Western Tiers)	Separate house	0	2347
Lyons (Western Tiers)	Separate house	1	8990
Arafura			3
Arafura		1	8
Arafura	(Other)		8
Arafura	(Other)	0	13
Arafura	(Other)	1	4
Arafura	Flat/apartment		4
Arafura	Flat/apartment	0	13
Arafura	Flat/apartment	1	11
Arafura	Semi-detached, row/terrace house, townhouse etc.		4
Arafura	Semi-detached, row/terrace house, townhouse etc.	0	32
Arafura	Semi-detached, row/terrace house, townhouse etc.	1	62
Arafura	Separate house		60
Arafura	Separate house	0	379
Arafura	Separate house	1	705
Araluen		1	13
Araluen	(Other)	0	30
Araluen	(Other)	1	146
Araluen	Flat/apartment		11
Araluen	Flat/apartment	0	54
Araluen	Flat/apartment	1	152
Araluen	Semi-detached, row/terrace house, townhouse etc.		28
Araluen	Semi-detached, row/terrace house, townhouse etc.	0	192
Araluen	Semi-detached, row/terrace house, townhouse etc.	1	905
Araluen	Separate house		71
Araluen	Separate house	0	262
Araluen	Separate house	1	1862
Arnhem		0	3
Arnhem		1	10
Arnhem	(Other)		16
Arnhem	(Other)	0	22
Arnhem	(Other)	1	41
Arnhem	Flat/apartment		3
Arnhem	Flat/apartment	0	19
Arnhem	Flat/apartment	1	82
Arnhem	Semi-detached, row/terrace house, townhouse etc.		13
Arnhem	Semi-detached, row/terrace house, townhouse etc.	0	70
Arnhem	Semi-detached, row/terrace house, townhouse etc.	1	102
Arnhem	Separate house		84
Arnhem	Separate house	0	433
Arnhem	Separate house	1	734
Barkly			6
Barkly		0	10
Barkly		1	12
Barkly	(Other)		62
Barkly	(Other)	0	70
Barkly	(Other)	1	119
Barkly	Flat/apartment		10
Barkly	Flat/apartment	0	45
Barkly	Flat/apartment	1	117
Barkly	Semi-detached, row/terrace house, townhouse etc.		5
Barkly	Semi-detached, row/terrace house, townhouse etc.	0	20
Barkly	Semi-detached, row/terrace house, townhouse etc.	1	36
Barkly	Separate house		96
Barkly	Separate house	0	555
Barkly	Separate house	1	811
Blain		1	3
Blain	Flat/apartment		17
Blain	Flat/apartment	0	41
Blain	Flat/apartment	1	214
Blain	Semi-detached, row/terrace house, townhouse etc.		18
Blain	Semi-detached, row/terrace house, townhouse etc.	0	102
Blain	Semi-detached, row/terrace house, townhouse etc.	1	336
Blain	Separate house		70
Blain	Separate house	0	195
Blain	Separate house	1	1946
Braitling			14
Braitling		0	6
Braitling		1	29
Braitling	(Other)		20
Braitling	(Other)	0	31
Braitling	(Other)	1	123
Braitling	Flat/apartment		10
Braitling	Flat/apartment	0	28
Braitling	Flat/apartment	1	53
Braitling	Semi-detached, row/terrace house, townhouse etc.		45
Braitling	Semi-detached, row/terrace house, townhouse etc.	0	196
Braitling	Semi-detached, row/terrace house, townhouse etc.	1	664
Braitling	Separate house		81
Braitling	Separate house	0	261
Braitling	Separate house	1	1957
Brennan	(Other)	1	4
Brennan	Flat/apartment		14
Brennan	Flat/apartment	0	62
Brennan	Flat/apartment	1	296
Brennan	Semi-detached, row/terrace house, townhouse etc.		13
Brennan	Semi-detached, row/terrace house, townhouse etc.	0	40
