SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC10075,45,0,0,0,0,45,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
SSC10076,120,0,0,0,0,124,25,0,0,0,0,25,4,0,0,0,0,4,0,0,4,0,0,7,20,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,41,0,4,0,0,44,0,0,0,0,0,0,10,0,0,0,0,10,193,0,4,0,3,208
SSC10077,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC10078,155,18,0,0,0,168,148,0,0,0,4,155,51,15,4,0,0,69,35,14,13,0,0,58,45,0,0,0,0,49,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,135,34,14,0,0,189,8,0,0,0,0,8,14,0,0,0,0,16,451,52,21,3,4,530
SSC10079,43,0,0,0,0,42,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,86,0,0,0,0,88
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10081,110,0,0,0,4,112,28,0,0,0,3,26,3,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,15,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,5,19,8,3,0,0,30,0,0,0,0,0,0,5,0,0,0,0,5,166,8,3,3,4,185
SSC10082,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC10083,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10084,25,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SSC10085,2445,90,18,9,14,2583,2023,48,16,0,3,2091,1168,540,251,6,21,1987,255,94,111,0,0,455,366,53,45,3,10,481,53,11,35,0,0,98,51,6,3,4,4,70,33,9,0,3,0,43,1930,710,447,20,33,3140,43,3,9,0,6,63,148,30,24,5,8,211,6590,888,503,35,67,8089
SSC10086,689,108,83,3,0,880,513,156,347,3,3,1024,177,96,579,16,6,877,0,9,152,0,0,163,92,38,129,12,3,276,6,4,31,0,0,36,10,0,20,0,0,30,11,0,3,0,0,14,295,151,913,25,10,1396,5,4,9,0,0,26,40,23,51,3,3,122,1547,441,1402,33,22,3440
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10088,147,0,0,53,0,199,9,0,0,0,0,11,6,3,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,8,0,20,0,0,0,0,0,0,26,3,0,8,0,40,0,0,0,0,0,0,11,0,0,5,0,16,191,3,0,65,0,258
SSC10089,81,4,0,0,0,90,72,0,0,0,0,67,21,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,0,0,35,0,0,0,0,0,0,8,0,0,0,0,8,192,3,3,0,0,198
SSC10090,406,73,383,0,0,869,290,108,451,0,0,850,60,111,1183,4,3,1363,0,0,184,0,0,181,23,19,155,3,3,202,0,0,11,0,0,12,0,0,4,0,0,6,5,0,11,0,0,16,94,134,1549,5,5,1780,0,0,22,0,0,22,17,0,49,0,0,70,803,314,2462,8,8,3593
SSC10091,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15
SSC10092,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12
SSC10093,478,33,3,0,0,520,347,36,3,0,0,386,69,3,4,0,0,82,0,0,0,0,0,0,29,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,104,9,9,3,0,121,4,0,0,0,0,3,16,3,0,0,0,17,947,83,18,6,0,1050
SSC10094,80,0,0,0,0,78,46,0,0,0,0,46,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,136
SSC10095,35,0,0,3,0,34,41,0,0,3,0,38,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,80,0,0,6,0,91
SSC10096,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC10097,196,3,0,0,0,200,235,7,0,0,0,241,123,7,4,0,0,132,130,3,166,0,0,301,33,4,6,0,0,36,3,0,12,0,0,13,12,0,3,0,0,15,5,0,3,0,0,8,304,11,193,0,0,510,4,0,3,0,0,12,44,0,11,0,0,58,787,18,215,4,0,1022
SSC10098,956,191,766,3,3,1921,575,212,1020,9,3,1819,208,179,2959,19,10,3374,11,10,115,0,0,132,131,49,476,7,13,672,8,12,68,0,0,90,13,4,34,0,3,57,10,3,39,0,0,50,385,257,3686,23,27,4381,10,3,35,0,0,50,48,12,166,5,145,372,1983,676,5671,42,179,8546
SSC10099,126,0,0,4,0,130,55,0,0,0,0,59,10,3,0,0,0,13,0,0,0,0,0,0,22,0,0,0,0,22,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,7,46,3,0,0,0,52,3,0,0,0,0,3,12,0,0,6,0,14,238,0,3,15,0,255
SSC10100,30,0,0,0,0,30,48,0,0,0,0,48,13,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,6,0,0,0,0,8,127,0,0,0,0,125
SSC10101,278,0,18,0,0,303,341,0,15,0,0,355,170,0,157,0,3,330,252,0,11,0,0,263,79,0,10,0,0,89,6,0,0,0,0,10,3,0,0,0,0,3,6,0,3,0,0,9,522,0,180,0,3,706,3,0,5,0,0,6,40,0,14,0,0,54,1182,0,238,0,4,1425
SSC10102,443,21,0,0,0,460,652,14,0,0,3,664,201,45,0,0,0,245,9,4,0,0,0,16,41,0,0,0,0,46,0,0,0,0,0,0,25,0,0,0,0,29,0,0,0,0,0,0,275,52,0,0,0,335,0,0,0,0,0,0,20,5,0,0,0,23,1394,87,0,0,6,1487
SSC10103,376,24,4,0,0,412,367,53,24,0,0,441,101,25,12,0,0,143,4,3,5,0,0,10,32,15,0,5,0,52,0,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,150,48,25,4,3,221,6,0,0,0,0,6,10,0,0,0,0,16,910,129,50,8,4,1091
SSC10104,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,31
SSC10105,84,0,0,0,0,84,81,0,0,0,0,81,12,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,33,3,0,0,0,0,3,5,0,0,0,0,5,209,0,0,0,0,211
SSC10106,1663,175,383,22,8,2250,1396,274,764,17,12,2468,721,253,2099,23,13,3109,54,139,199,0,0,389,354,71,342,15,10,786,17,21,50,0,0,86,96,23,73,4,0,190,36,7,23,0,0,60,1269,513,2781,46,21,4628,24,9,33,0,0,65,193,52,235,8,15,503,4559,1021,4197,86,54,9919
SSC10107,20,0,0,0,0,20,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,41
SSC10108,323,19,17,0,0,363,270,21,19,0,0,310,59,33,31,4,0,126,0,6,0,0,0,6,18,7,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,47,47,3,4,174,3,0,0,0,0,3,11,4,0,0,0,20,694,93,81,5,3,880
SSC10109,358,0,0,0,0,359,137,3,0,0,0,143,142,0,0,0,0,147,0,0,0,0,0,0,71,0,3,0,0,78,0,0,0,0,0,0,12,0,0,0,0,12,19,0,0,0,0,19,243,5,3,3,0,254,3,0,0,0,0,3,25,0,0,3,44,77,763,7,4,5,47,830
SSC10110,23,0,0,0,0,23,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51
SSC10111,1134,23,217,6,4,1379,1176,26,102,0,3,1305,197,14,139,0,4,351,0,0,0,0,0,0,86,13,44,0,0,147,3,0,0,0,0,3,3,0,3,0,0,7,6,0,3,0,0,11,290,20,193,5,7,512,5,3,3,0,0,9,57,3,26,0,5,89,2663,80,537,10,13,3298
SSC10112,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11
SSC10113,26,3,0,0,0,30,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,70,3,0,0,0,77
SSC10114,427,29,24,69,0,549,622,20,10,0,0,655,131,30,27,3,3,192,0,0,0,0,0,0,62,10,3,0,0,73,0,0,0,0,0,0,3,0,0,5,0,8,6,3,0,0,0,10,194,41,33,6,3,281,0,0,0,0,0,0,23,0,3,5,0,32,1272,88,70,83,7,1518
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,172,12,0,0,0,193,219,27,0,0,0,249,26,19,0,0,0,45,15,30,44,0,0,86,29,3,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,74,51,45,0,0,166,0,0,0,0,0,0,12,5,4,0,0,24,478,98,49,3,8,638
SSC10117,11,0,0,0,0,11,19,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35
SSC10118,49,0,0,0,0,49,71,0,0,0,0,71,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,131,0,0,0,0,134
SSC10119,22,0,0,0,0,22,34,0,0,0,0,34,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,71
SSC10120,32,0,0,0,0,27,15,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,0,68
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10123,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC10124,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10125,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC10126,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC10127,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10129,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,23
SSC10130,24,0,0,0,0,24,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
SSC10131,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10132,23,0,0,0,0,23,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,3,27,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,3,65
SSC10133,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC10134,13,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC10135,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,15
SSC10136,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC10137,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC10138,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC10139,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10140,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC10141,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC10142,3,0,0,4,0,12,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,20
SSC10143,70,0,0,0,0,73,58,0,0,0,0,58,15,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,0,7,163,0,0,0,0,168
SSC10144,25,0,0,0,0,25,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,46
SSC10145,145,0,9,0,0,155,113,0,0,0,0,111,62,0,3,0,0,64,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,0,4,0,0,87,3,0,0,0,0,3,4,0,0,0,0,4,346,0,10,0,0,355
SSC10146,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10147,35,0,0,0,0,36,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,0,0,91
SSC10148,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC10149,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC10150,14,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC10151,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC10152,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC10153,445,273,256,9,3,982,456,220,308,4,4,1000,72,132,499,17,0,718,0,0,25,0,0,25,30,49,101,3,3,187,3,0,6,0,0,11,0,0,3,0,0,7,0,3,4,0,0,5,106,187,638,16,3,953,6,0,7,0,0,17,18,15,30,0,3,66,1026,703,1238,32,12,3008
SSC10154,481,11,0,0,0,491,409,11,0,0,0,417,51,6,0,0,0,54,0,3,0,0,0,3,24,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,76,12,0,7,0,90,0,0,0,0,0,0,12,0,0,0,0,14,980,30,0,9,3,1018
SSC10155,772,173,3,0,0,945,508,107,5,0,0,620,95,111,14,3,0,227,31,83,3,0,0,118,31,20,3,0,0,50,0,3,0,0,0,0,5,0,0,0,0,8,5,0,0,0,0,9,167,217,19,4,0,410,0,3,0,0,0,7,33,17,0,0,0,47,1479,516,30,3,0,2036
SSC10156,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10157,22,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
