SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC11442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
SSC11444,15,25,11,6,12,3,5,72,3,3,3,0,0,0,0,12,3,5,0,3,3,0,0,13,116,83,56,30,43,6,6,345,0,0,0,0,0,0,0,0,140,115,69,43,55,11,10,448,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,13,18,9,18,0,0,71,0,0,0,0,0,0,0,3,13,18,18,9,24,0,0,80,153,136,84,52,80,15,11,522
SSC11445,5,13,3,3,4,0,3,31,19,18,7,0,3,0,0,53,23,7,3,0,0,0,0,35,105,82,49,18,32,7,3,286,4,4,0,0,0,0,0,7,159,124,60,17,37,11,9,408,5,0,0,0,0,0,0,9,4,9,5,3,5,0,0,30,0,5,3,0,3,0,0,15,43,59,38,24,40,10,5,227,3,0,0,0,3,0,0,8,59,85,51,25,46,19,5,293,218,202,106,48,84,24,10,699
SSC11446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,0,3,0,0,12
SSC11447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11448,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,3,3,9,0,0,25,0,0,0,0,0,0,0,0,6,5,6,3,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,9,6,8,3,10,0,0,38
SSC11449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4,3,3,3,0,39,0,0,0,0,0,0,0,0,19,8,4,3,3,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,19,12,9,4,5,0,0,53
SSC11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,18,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,8,8,3,0,0,0,23
SSC11451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,3,3,0,0,28,0,0,0,0,0,0,0,0,0,14,9,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,3,4,0,0,29
SSC11452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,6,4,4,0,0,39,0,0,0,0,0,0,0,0,13,10,12,4,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,18,14,12,4,6,0,0,48
SSC11453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,27,23,12,5,0,3,81,0,0,0,0,0,0,0,0,19,25,25,13,11,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,9,0,0,0,0,25,0,0,0,0,0,0,0,3,8,11,5,3,0,0,0,28,24,38,33,19,10,0,3,117
SSC11455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,18,0,0,0,0,0,0,0,3,0,6,5,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,7,3,5,3,0,0,24
SSC11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,8,9,0,0,33,0,0,0,0,0,0,0,0,8,12,6,8,9,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,6,3,0,3,0,0,19,15,17,7,8,12,4,0,55
SSC11457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,3,4,0,0,41,0,0,0,0,0,0,0,0,4,11,12,3,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,3,8,0,0,45
SSC11458,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,3,3,0,0,0,0,0,5,15,22,11,7,4,0,0,69,0,0,0,0,0,0,0,0,16,26,17,7,6,3,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,14,23,34,22,13,9,3,3,98
SSC11459,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,14,3,4,7,0,0,30,0,0,0,0,0,0,0,0,9,11,7,7,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,11,9,17,7,8,4,3,0,48
SSC11460,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,6,8,7,3,0,51,0,0,0,0,0,0,0,0,11,19,6,4,12,3,0,58,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,3,0,0,0,0,0,6,0,16,3,3,0,0,0,25,16,34,8,10,16,3,0,85
SSC11461,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,14,0,5,5,0,0,0,0,14,6,14,11,0,4,0,0,41,0,0,0,0,0,0,0,0,13,23,18,5,6,0,0,69,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,13,30,24,5,6,0,0,75
SSC11462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12
SSC11463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,6,3,3,3,0,0,0,13
SSC11464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,15,8,15,6,0,70,0,0,0,0,0,0,0,0,14,13,15,8,15,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,13,14,27,15,8,13,6,0,84
SSC11465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,19,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,6,0,0,0,21
SSC11466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,20,13,4,3,3,0,0,39,0,0,0,0,0,0,0,0,18,16,4,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,4,3,3,0,0,48
SSC11467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,3,0,0,0,27,0,0,0,0,0,0,0,0,10,7,6,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,3,0,0,0,32
SSC11468,0,0,3,3,3,0,0,10,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,12,28,58,36,19,14,5,3,157,0,0,0,0,0,0,0,0,40,68,40,23,17,3,3,184,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,0,0,22,0,0,0,0,0,0,0,0,5,3,5,3,6,0,0,28,45,69,46,22,23,3,3,211
SSC11469,0,3,3,0,0,0,0,5,4,12,3,5,3,0,0,23,6,8,5,0,4,0,0,22,76,74,50,29,39,8,0,277,0,0,0,0,0,0,0,3,92,96,58,31,50,8,0,332,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,9,0,3,0,0,0,0,0,9,22,41,24,16,28,3,0,132,3,3,0,0,0,0,0,9,25,52,28,19,35,3,0,157,114,144,88,51,80,13,0,489
SSC11470,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,0,3,6,0,0,29,0,0,0,0,0,0,0,0,11,14,0,4,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,0,5,6,0,0,38
SSC11471,10,7,0,0,0,3,0,22,4,3,0,0,0,0,0,7,5,5,0,0,0,0,0,10,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,19,3,0,0,3,0,45,0,5,9,8,4,0,3,25,7,3,7,0,0,0,0,16,0,0,3,3,0,0,0,8,8,14,3,0,3,0,0,21,0,0,0,0,0,0,0,4,14,18,16,12,11,0,3,69,34,37,22,8,10,9,3,118
SSC11472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,3,3,5,5,0,0,23,0,0,0,0,0,0,0,0,7,4,3,10,11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,11,7,12,8,0,0,42
SSC11473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11474,0,7,0,0,0,0,0,12,3,6,3,4,3,0,0,20,0,0,0,0,5,0,0,5,16,13,15,7,15,4,3,71,0,0,0,0,0,0,0,0,18,32,20,10,15,8,5,110,0,3,0,4,0,0,0,11,0,8,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,7,3,4,0,0,16,0,0,0,0,0,0,0,0,3,9,11,7,6,0,0,34,21,42,33,20,21,5,5,144
SSC11475,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,17,3,0,0,3,0,0,0,7,22,44,18,5,13,0,0,114,0,0,0,0,0,0,0,0,25,56,27,14,13,0,0,138,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,3,0,0,3,3,8,3,3,3,0,0,21,0,0,0,0,0,0,0,0,5,14,4,3,8,0,3,31,31,66,29,18,22,0,3,170
SSC11476,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,18,8,6,16,0,0,60,0,0,0,0,0,0,0,0,10,25,8,8,16,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,16,23,16,9,16,3,0,78
SSC11477,785,737,409,286,347,242,168,2975,44,33,19,10,14,3,0,128,53,29,18,10,14,4,0,134,62,47,17,18,12,10,0,166,12,3,0,8,3,0,0,27,952,854,457,318,392,262,176,3424,85,173,104,101,129,97,48,736,24,14,10,11,7,0,0,73,12,14,10,5,3,3,0,46,24,26,20,15,8,3,3,105,15,11,5,7,4,3,0,41,159,247,145,132,159,115,59,1007,1117,1105,599,455,548,374,233,4425
SSC11478,154,189,114,98,102,97,45,796,41,48,32,12,6,10,3,155,19,16,3,6,3,0,0,43,31,28,16,6,4,3,0,92,3,4,0,3,0,0,0,15,243,289,162,124,125,103,48,1095,28,45,18,24,42,23,11,199,8,8,0,5,4,0,0,25,3,6,4,4,9,0,0,26,11,8,3,4,3,3,0,29,3,3,3,3,0,0,0,12,53,68,36,38,53,28,11,289,297,352,197,165,175,131,61,1385
SSC11479,299,354,205,126,177,128,80,1361,29,7,12,7,10,0,4,62,29,11,6,4,7,7,0,69,48,28,17,6,7,8,3,114,9,3,0,0,0,0,0,15,407,407,239,138,198,141,82,1621,45,67,52,41,42,37,23,299,9,10,5,4,7,7,0,45,9,3,0,0,5,0,0,19,15,23,4,5,7,0,0,57,6,6,3,0,0,3,0,20,84,111,72,44,62,41,21,439,495,516,316,184,254,186,109,2061
SSC11480,384,434,270,178,253,192,118,1832,53,29,20,14,17,6,8,148,39,27,16,11,8,6,0,110,71,58,34,23,35,15,7,249,3,5,8,3,3,0,0,21,554,559,345,230,318,221,135,2365,70,98,77,50,89,53,36,462,12,17,11,5,7,3,0,57,6,15,12,0,8,4,0,42,23,29,25,20,21,3,4,134,9,8,8,8,8,0,0,44,121,168,123,85,128,67,41,743,683,727,469,314,447,288,178,3105
SSC11481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC11482,108,79,33,26,22,12,0,282,64,37,14,14,14,8,4,152,58,51,18,8,16,8,3,157,140,129,65,43,49,23,14,472,0,0,0,0,0,0,0,0,371,296,136,94,105,50,26,1065,7,13,3,3,9,3,6,36,5,7,3,0,11,5,3,32,0,3,10,0,6,7,0,22,3,13,13,7,8,3,0,46,0,0,0,0,0,0,0,3,12,39,26,12,34,16,10,142,386,333,164,106,138,61,34,1207
SSC11483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,24,15,10,11,0,0,74,0,0,0,0,0,0,0,0,10,24,15,7,12,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,11,24,16,11,14,0,0,88
SSC11484,99,77,28,20,26,16,8,263,25,28,13,8,10,5,0,100,20,25,18,12,8,3,0,85,171,164,108,47,89,37,9,631,3,0,0,0,0,0,0,3,310,294,166,90,141,70,22,1078,3,6,0,3,8,5,0,35,4,15,7,7,9,3,0,46,4,3,0,5,0,4,3,19,34,54,35,27,27,12,9,186,5,8,3,0,0,0,0,15,48,91,46,33,44,22,12,295,360,379,209,122,181,92,30,1379
SSC11485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SSC11486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19
SSC11487,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,42,30,24,15,15,4,8,133,0,0,0,0,0,0,0,0,39,32,26,13,20,5,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,7,0,0,7,0,0,17,0,0,0,0,0,0,0,0,3,5,3,3,5,0,0,23,49,38,28,19,25,11,9,171
SSC11488,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,3,7,3,0,24,0,0,0,0,0,0,0,0,3,0,4,3,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,4,3,7,3,3,27
SSC11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC11490,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,5,6,13,0,0,38,0,0,0,0,0,0,0,0,5,10,11,6,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,10,17,11,6,13,0,0,50
SSC11491,16,14,13,7,11,4,4,71,13,27,8,17,18,11,8,102,16,20,10,7,5,3,4,72,172,167,103,52,78,35,12,618,0,0,0,0,0,0,0,3,224,229,131,83,112,54,30,867,0,0,0,0,3,3,0,10,4,4,3,3,0,5,3,26,0,0,0,0,3,0,0,3,20,28,20,22,12,8,0,98,0,0,0,0,0,0,0,0,23,39,22,22,17,12,6,146,254,265,157,105,134,64,28,1008
SSC11492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,8,0,0,0,0,0,19
SSC11494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11495,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,9,18,11,10,5,10,0,0,59,0,0,0,0,0,0,0,0,22,12,13,9,17,3,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,0,7,3,0,23,0,0,0,0,0,0,0,0,8,5,3,0,7,3,6,28,30,17,15,9,17,4,6,99
SSC11496,5,12,13,4,3,3,3,43,19,27,22,12,8,4,5,90,23,22,13,3,8,12,7,82,185,190,95,61,87,27,11,664,0,0,0,0,0,0,0,0,229,243,141,82,116,42,21,878,0,7,3,0,3,0,0,10,3,3,7,6,0,3,0,29,0,3,3,0,6,0,0,14,13,30,23,8,17,9,8,114,3,0,0,0,0,0,0,3,24,42,35,17,30,14,5,167,253,285,179,96,144,56,31,1041
SSC11497,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,11
SSC11498,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,3,0,0,24,0,0,0,0,0,0,0,0,10,6,3,5,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,6,3,5,3,3,0,30
