LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Boyup Brook (S)	1	5	42
Boyup Brook (S)	1	6	14
Bridgetown-Greenbushes (S)	0	1	561
Bridgetown-Greenbushes (S)	0	2	42
Bridgetown-Greenbushes (S)	1	2	731
Bridgetown-Greenbushes (S)	1	3	186
Bridgetown-Greenbushes (S)	1	4	197
Bridgetown-Greenbushes (S)	1	5	90
Bridgetown-Greenbushes (S)	1	6	44
Brookton (S)	0	1	121
Brookton (S)	0	2	5
Brookton (S)	1	2	136
Brookton (S)	1	3	41
Brookton (S)	1	4	46
Brookton (S)	1	5	25
Brookton (S)	1	6	3
Broome (S)	0	1	1290
Broome (S)	0	2	166
Broome (S)	0	3	54
Broome (S)	0	4	20
Broome (S)	0	5	5
Broome (S)	0	6	4
Broome (S)	1	2	1448
Broome (S)	1	3	742
Broome (S)	1	4	758
Broome (S)	1	5	379
Broome (S)	1	6	248
Broomehill-Tambellup (S)	0	1	81
Broomehill-Tambellup (S)	0	2	3
Broomehill-Tambellup (S)	1	2	138
Broomehill-Tambellup (S)	1	3	31
Broomehill-Tambellup (S)	1	4	40
Broomehill-Tambellup (S)	1	5	37
Broomehill-Tambellup (S)	1	6	17
Bruce Rock (S)	0	1	121
Bruce Rock (S)	0	2	3
Bruce Rock (S)	1	2	139
Bruce Rock (S)	1	3	38
Bruce Rock (S)	1	4	36
Bruce Rock (S)	1	5	23
Bruce Rock (S)	1	6	6
Bunbury (C)	0	1	3772
Bunbury (C)	0	2	370
Bunbury (C)	0	3	65
Bunbury (C)	0	4	18
Bunbury (C)	0	5	14
Bunbury (C)	0	6	3
Bunbury (C)	1	2	4275
Bunbury (C)	1	3	1672
Bunbury (C)	1	4	1435
Bunbury (C)	1	5	546
Bunbury (C)	1	6	223
Busselton (C)	0	1	2941
Busselton (C)	0	2	271
Busselton (C)	0	3	55
Busselton (C)	0	4	18
Busselton (C)	0	6	7
Busselton (C)	1	2	4697
Busselton (C)	1	3	1858
Busselton (C)	1	4	1985
Busselton (C)	1	5	827
Busselton (C)	1	6	296
Cambridge (T)	0	1	2098
Cambridge (T)	0	2	192
Cambridge (T)	0	3	85
Cambridge (T)	0	4	32
Cambridge (T)	0	5	10
Cambridge (T)	0	6	7
Cambridge (T)	1	2	2653
Cambridge (T)	1	3	1342
Cambridge (T)	1	4	1899
Cambridge (T)	1	5	851
Cambridge (T)	1	6	180
Canning (C)	0	1	6317
Canning (C)	0	2	918
Canning (C)	0	3	484
Canning (C)	0	4	275
Canning (C)	0	5	163
Canning (C)	0	6	84
Canning (C)	1	2	8295
Canning (C)	1	3	4959
Canning (C)	1	4	5749
Canning (C)	1	5	2334
Canning (C)	1	6	1198
Capel (S)	0	1	856
Capel (S)	0	2	103
Capel (S)	0	3	21
Capel (S)	1	2	1809
Capel (S)	1	3	976
Capel (S)	1	4	1136
Capel (S)	1	5	483
Capel (S)	1	6	196
Carnamah (S)	0	1	78
Carnamah (S)	0	2	7
Carnamah (S)	1	2	83
Carnamah (S)	1	3	18
Carnamah (S)	1	4	22
Carnamah (S)	1	5	8
Carnamah (S)	1	6	3
Carnarvon (S)	0	1	584
Carnarvon (S)	0	2	58
Carnarvon (S)	0	3	6
Carnarvon (S)	1	2	542
Carnarvon (S)	1	3	253
Carnarvon (S)	1	4	223
Carnarvon (S)	1	5	105
Carnarvon (S)	1	6	67
Chapman Valley (S)	0	1	76
Chapman Valley (S)	0	2	4
Chapman Valley (S)	1	2	171
Chapman Valley (S)	1	3	77
Chapman Valley (S)	1	4	80
Chapman Valley (S)	1	5	37
Chapman Valley (S)	1	6	14
Chittering (S)	0	1	273
Chittering (S)	0	2	26
Chittering (S)	1	2	678
Chittering (S)	1	3	249
Chittering (S)	1	4	304
Chittering (S)	1	5	145
Chittering (S)	1	6	90
Claremont (T)	0	1	1189
Claremont (T)	0	2	109
Claremont (T)	0	3	40
Claremont (T)	0	4	10
Claremont (T)	0	5	3
Claremont (T)	1	2	1214
Claremont (T)	1	3	478
Claremont (T)	1	4	513
Claremont (T)	1	5	224
Claremont (T)	1	6	52
Cockburn (C)	0	1	7560
Cockburn (C)	0	2	937
Cockburn (C)	0	3	214
Cockburn (C)	0	4	80
Cockburn (C)	0	5	36
Cockburn (C)	0	6	12
Cockburn (C)	1	2	10929
Cockburn (C)	1	3	6314
Cockburn (C)	1	4	6864
Cockburn (C)	1	5	2529
Cockburn (C)	1	6	1020
Collie (S)	0	1	943
Collie (S)	0	2	56
Collie (S)	0	3	4
Collie (S)	1	2	1089
Collie (S)	1	3	471
Collie (S)	1	4	422
Collie (S)	1	5	212
Collie (S)	1	6	75
Coolgardie (S)	0	1	344
Coolgardie (S)	0	2	29
Coolgardie (S)	0	3	4
Coolgardie (S)	1	2	341
Coolgardie (S)	1	3	183
Coolgardie (S)	1	4	161
Coolgardie (S)	1	5	88
Coolgardie (S)	1	6	37
Coorow (S)	0	1	147
Coorow (S)	0	2	4
Coorow (S)	1	2	195
Coorow (S)	1	3	27
Coorow (S)	1	4	33
Coorow (S)	1	5	13
Coorow (S)	1	6	7
Corrigin (S)	0	1	121
Corrigin (S)	0	2	10
Corrigin (S)	0	3	4
Corrigin (S)	1	2	165
Corrigin (S)	1	3	54
Corrigin (S)	1	4	38
Corrigin (S)	1	5	22
Corrigin (S)	1	6	9
Cottesloe (T)	0	1	735
Cottesloe (T)	0	2	88
Cottesloe (T)	0	3	31
Cottesloe (T)	0	4	9
Cottesloe (T)	0	5	6
Cottesloe (T)	1	2	900
Cottesloe (T)	1	3	358
Cottesloe (T)	1	4	402
Cottesloe (T)	1	5	223
Cottesloe (T)	1	6	49
Cranbrook (S)	0	1	97
Cranbrook (S)	0	3	4
Cranbrook (S)	1	2	159
Cranbrook (S)	1	3	46
Cranbrook (S)	1	4	48
Cranbrook (S)	1	5	25
Cranbrook (S)	1	6	6
Cuballing (S)	0	1	89
Cuballing (S)	0	2	3
Cuballing (S)	1	2	131
Cuballing (S)	1	3	30
Cuballing (S)	1	4	31
Cuballing (S)	1	5	14
Cuballing (S)	1	6	8
Cue (S)	0	1	34
Cue (S)	0	2	3
Cue (S)	1	2	21
Cue (S)	1	3	6
Cue (S)	1	5	6
Cunderdin (S)	0	1	137
Cunderdin (S)	0	2	3
Cunderdin (S)	0	4	3
Cunderdin (S)	1	2	154
Cunderdin (S)	1	3	74
Cunderdin (S)	1	4	64
Cunderdin (S)	1	5	36
Cunderdin (S)	1	6	17
Dalwallinu (S)	0	1	136
Dalwallinu (S)	0	2	12
Dalwallinu (S)	0	3	3
Dalwallinu (S)	1	2	162
Dalwallinu (S)	1	3	64
Dalwallinu (S)	1	4	66
Dalwallinu (S)	1	5	41
Dalwallinu (S)	1	6	16
Dandaragan (S)	0	1	341
Dandaragan (S)	0	2	32
Dandaragan (S)	0	3	6
Dandaragan (S)	0	5	3
Dandaragan (S)	1	2	516
Dandaragan (S)	1	3	132
Dandaragan (S)	1	4	144
Dandaragan (S)	1	5	47
Dandaragan (S)	1	6	18
Dardanup (S)	0	1	941
Dardanup (S)	0	2	88
Dardanup (S)	0	3	13
Dardanup (S)	0	4	8
Dardanup (S)	1	2	1693
Dardanup (S)	1	3	776
Dardanup (S)	1	4	828
Dardanup (S)	1	5	327
Dardanup (S)	1	6	148
Denmark (S)	0	1	600
Denmark (S)	0	2	44
Denmark (S)	0	3	6
Denmark (S)	1	2	865
Denmark (S)	1	3	285
Denmark (S)	1	4	262
Denmark (S)	1	5	89
Denmark (S)	1	6	33
Derby-West Kimberley (S)	0	1	503
Derby-West Kimberley (S)	0	2	35
Derby-West Kimberley (S)	0	3	12
Derby-West Kimberley (S)	0	4	3
Derby-West Kimberley (S)	1	2	498
Derby-West Kimberley (S)	1	3	281
Derby-West Kimberley (S)	1	4	270
Derby-West Kimberley (S)	1	5	170
Derby-West Kimberley (S)	1	6	263
Donnybrook-Balingup (S)	0	1	518
Donnybrook-Balingup (S)	0	2	47
Donnybrook-Balingup (S)	0	3	3
Donnybrook-Balingup (S)	0	4	7
Donnybrook-Balingup (S)	1	2	868
Donnybrook-Balingup (S)	1	3	242
Donnybrook-Balingup (S)	1	4	279
Donnybrook-Balingup (S)	1	5	121
Donnybrook-Balingup (S)	1	6	57
Dowerin (S)	0	1	78
Dowerin (S)	0	2	6
Dowerin (S)	1	2	93
Dowerin (S)	1	3	35
Dowerin (S)	1	4	24
Dowerin (S)	1	5	28
Dowerin (S)	1	6	7
Dumbleyung (S)	0	1	82
Dumbleyung (S)	0	2	5
Dumbleyung (S)	1	2	98
Dumbleyung (S)	1	3	31
Dumbleyung (S)	1	4	29
Dumbleyung (S)	1	5	17
Dundas (S)	0	1	148
Dundas (S)	0	2	5
Dundas (S)	1	2	90
Dundas (S)	1	3	28
Dundas (S)	1	4	11
Dundas (S)	1	5	6
Dundas (S)	1	6	7
East Fremantle (T)	0	1	677
East Fremantle (T)	0	2	66
East Fremantle (T)	0	3	20
East Fremantle (T)	0	4	8
East Fremantle (T)	1	2	841
East Fremantle (T)	1	3	397
East Fremantle (T)	1	4	479
East Fremantle (T)	1	5	175
East Fremantle (T)	1	6	41
East Pilbara (S)	0	1	364
East Pilbara (S)	0	2	21
East Pilbara (S)	0	3	9
East Pilbara (S)	1	2	403
East Pilbara (S)	1	3	215
East Pilbara (S)	1	4	270
East Pilbara (S)	1	5	159
East Pilbara (S)	1	6	138
Esperance (S)	0	1	1270
Esperance (S)	0	2	112
Esperance (S)	0	3	9
Esperance (S)	0	4	4
Esperance (S)	1	2	1621
Esperance (S)	1	3	661
Esperance (S)	1	4	670
Esperance (S)	1	5	311
Esperance (S)	1	6	153
Exmouth (S)	0	1	249
Exmouth (S)	0	2	33
Exmouth (S)	0	3	6
Exmouth (S)	0	4	3
Exmouth (S)	1	2	309
Exmouth (S)	1	3	129
Exmouth (S)	1	4	150
Exmouth (S)	1	5	53
Exmouth (S)	1	6	22
Fremantle (C)	0	1	3668
Fremantle (C)	0	2	422
Fremantle (C)	0	3	170
Fremantle (C)	0	4	70
Fremantle (C)	0	5	17
Fremantle (C)	0	6	8
Fremantle (C)	1	2	3686
Fremantle (C)	1	3	1607
Fremantle (C)	1	4	1319
Fremantle (C)	1	5	434
Fremantle (C)	1	6	116
Gingin (S)	0	1	473
Gingin (S)	0	2	43
Gingin (S)	0	3	10
Gingin (S)	0	4	6
Gingin (S)	0	5	3
Gingin (S)	0	6	6
Gingin (S)	1	2	737
Gingin (S)	1	3	208
Gingin (S)	1	4	222
Gingin (S)	1	5	111
Gingin (S)	1	6	58
Gnowangerup (S)	0	1	110
Gnowangerup (S)	0	2	9
Gnowangerup (S)	0	3	3
Gnowangerup (S)	1	2	153
Gnowangerup (S)	1	3	56
Gnowangerup (S)	1	4	47
Gnowangerup (S)	1	5	29
Gnowangerup (S)	1	6	16
Goomalling (S)	0	1	117
Goomalling (S)	0	2	6
Goomalling (S)	1	2	134
Goomalling (S)	1	3	56
Goomalling (S)	1	4	37
Goomalling (S)	1	5	21
Goomalling (S)	1	6	14
Gosnells (C)	0	1	7728
Gosnells (C)	0	2	920
Gosnells (C)	0	3	219
Gosnells (C)	0	4	117
Gosnells (C)	0	5	57
Gosnells (C)	0	6	53
Gosnells (C)	1	2	10651
Gosnells (C)	1	3	6910
Gosnells (C)	1	4	6929
Gosnells (C)	1	5	3310
Gosnells (C)	1	6	2100
Greater Geraldton (C)	0	1	3468
Greater Geraldton (C)	0	2	334
Greater Geraldton (C)	0	3	50
Greater Geraldton (C)	0	4	10
Greater Geraldton (C)	1	2	4555
Greater Geraldton (C)	1	3	1997
Greater Geraldton (C)	1	4	1997
Greater Geraldton (C)	1	5	871
Greater Geraldton (C)	1	6	424
Halls Creek (S)	0	1	196
Halls Creek (S)	0	2	9
Halls Creek (S)	0	3	4
Halls Creek (S)	1	2	132
Halls Creek (S)	1	3	94
Halls Creek (S)	1	4	80
Halls Creek (S)	1	5	58
Halls Creek (S)	1	6	122
Harvey (S)	0	1	1759
Harvey (S)	0	2	135
Harvey (S)	0	3	17
Harvey (S)	0	4	13
Harvey (S)	0	6	3
Harvey (S)	1	2	3047
Harvey (S)	1	3	1394
Harvey (S)	1	4	1606
Harvey (S)	1	5	682
Harvey (S)	1	6	306
Irwin (S)	0	1	389
Irwin (S)	0	2	28
Irwin (S)	0	3	8
Irwin (S)	1	2	570
Irwin (S)	1	3	163
Irwin (S)	1	4	152
Irwin (S)	1	5	75
Irwin (S)	1	6	25
Jerramungup (S)	0	1	109
Jerramungup (S)	0	2	13
Jerramungup (S)	1	2	145
Jerramungup (S)	1	3	47
Jerramungup (S)	1	4	45
Jerramungup (S)	1	5	31
Jerramungup (S)	1	6	3
Joondalup (C)	0	1	9250
Joondalup (C)	0	2	911
Joondalup (C)	0	3	241
Joondalup (C)	0	4	81
Joondalup (C)	0	5	30
Joondalup (C)	0	6	16
Joondalup (C)	1	2	17357
Joondalup (C)	1	3	9291
Joondalup (C)	1	4	11221
Joondalup (C)	1	5	4171
Joondalup (C)	1	6	1247
Kalamunda (S)	0	1	4059
Kalamunda (S)	0	2	403
Kalamunda (S)	0	3	69
Kalamunda (S)	0	4	17
Kalamunda (S)	0	6	4
Kalamunda (S)	1	2	6702
Kalamunda (S)	1	3	3196
Kalamunda (S)	1	4	3450
Kalamunda (S)	1	5	1504
Kalamunda (S)	1	6	673
Kalgoorlie/Boulder (C)	0	1	2442
Kalgoorlie/Boulder (C)	0	2	305
Kalgoorlie/Boulder (C)	0	3	67
Kalgoorlie/Boulder (C)	0	4	26
Kalgoorlie/Boulder (C)	0	5	9
Kalgoorlie/Boulder (C)	0	6	3
Kalgoorlie/Boulder (C)	1	2	2792
Kalgoorlie/Boulder (C)	1	3	1552
Kalgoorlie/Boulder (C)	1	4	1615
Kalgoorlie/Boulder (C)	1	5	751
Kalgoorlie/Boulder (C)	1	6	394
Karratha (C)	0	1	1230
Karratha (C)	0	2	155
Karratha (C)	0	3	43
Karratha (C)	0	4	9
Karratha (C)	0	5	3
Karratha (C)	0	6	3
Karratha (C)	1	2	1643
Karratha (C)	1	3	1014
Karratha (C)	1	4	1219
Karratha (C)	1	5	567
Karratha (C)	1	6	275
Katanning (S)	0	1	389
Katanning (S)	0	2	40
Katanning (S)	0	3	11
Katanning (S)	0	4	3
Katanning (S)	0	6	4
Katanning (S)	1	2	470
Katanning (S)	1	3	169
Katanning (S)	1	4	160
Katanning (S)	1	5	79
Katanning (S)	1	6	73
Kellerberrin (S)	0	1	124
Kellerberrin (S)	0	2	8
Kellerberrin (S)	1	2	172
Kellerberrin (S)	1	3	61
Kellerberrin (S)	1	4	47
Kellerberrin (S)	1	5	25
Kellerberrin (S)	1	6	16
Kent (S)	0	1	50
Kent (S)	1	2	55
Kent (S)	1	3	33
Kent (S)	1	4	29
Kent (S)	1	5	16
Kent (S)	1	6	3
Kojonup (S)	0	1	214
Kojonup (S)	0	2	5
Kojonup (S)	1	2	272
Kojonup (S)	1	3	81
Kojonup (S)	1	4	108
Kojonup (S)	1	5	47
Kojonup (S)	1	6	18
Kondinin (S)	0	1	91
Kondinin (S)	0	2	5
Kondinin (S)	1	2	112
Kondinin (S)	1	3	53
Kondinin (S)	1	4	31
Kondinin (S)	1	5	17
Kondinin (S)	1	6	8
Koorda (S)	0	1	54
Koorda (S)	0	2	3
Koorda (S)	1	2	65
Koorda (S)	1	3	18
Koorda (S)	1	4	13
Koorda (S)	1	5	12
Koorda (S)	1	6	3
Kulin (S)	0	1	88
Kulin (S)	0	2	7
Kulin (S)	1	2	111
Kulin (S)	1	3	30
Kulin (S)	1	4	37
Kulin (S)	1	5	26
Kulin (S)	1	6	4
Kwinana (C)	0	1	2702
Kwinana (C)	0	2	344
Kwinana (C)	0	3	43
Kwinana (C)	0	4	17
Kwinana (C)	0	5	3
Kwinana (C)	0	6	3
Kwinana (C)	1	2	3781
Kwinana (C)	1	3	2348
Kwinana (C)	1	4	2168
Kwinana (C)	1	5	939
Kwinana (C)	1	6	538
Lake Grace (S)	0	1	161
Lake Grace (S)	0	2	14
Lake Grace (S)	1	2	140
Lake Grace (S)	1	3	63
Lake Grace (S)	1	4	55
Lake Grace (S)	1	5	26
Lake Grace (S)	1	6	13
Laverton (S)	0	1	56
Laverton (S)	0	2	3
Laverton (S)	1	2	50
Laverton (S)	1	3	17
Laverton (S)	1	4	19
Laverton (S)	1	5	11
Laverton (S)	1	6	17
Leonora (S)	0	1	111
Leonora (S)	0	2	5
Leonora (S)	1	2	89
Leonora (S)	1	3	42
Leonora (S)	1	4	37
Leonora (S)	1	5	20
Leonora (S)	1	6	17
Mandurah (C)	0	1	7795
Mandurah (C)	0	2	705
Mandurah (C)	0	3	92
Mandurah (C)	0	4	32
Mandurah (C)	0	5	14
Mandurah (C)	0	6	3
Mandurah (C)	1	2	11203
Mandurah (C)	1	3	4258
Mandurah (C)	1	4	4003
Mandurah (C)	1	5	1610
Mandurah (C)	1	6	758
Manjimup (S)	0	1	989
Manjimup (S)	0	2	64
Manjimup (S)	0	3	6
Manjimup (S)	1	2	1307
Manjimup (S)	1	3	434
Manjimup (S)	1	4	397
Manjimup (S)	1	5	188
Manjimup (S)	1	6	96
Meekatharra (S)	0	1	78
Meekatharra (S)	0	2	8
Meekatharra (S)	0	3	5
Meekatharra (S)	1	2	58
Meekatharra (S)	1	3	22
Meekatharra (S)	1	4	24
Meekatharra (S)	1	5	14
Meekatharra (S)	1	6	12
Melville (C)	0	1	8427
Melville (C)	0	2	678
Melville (C)	0	3	243
Melville (C)	0	4	127
Melville (C)	0	5	47
Melville (C)	0	6	20
Melville (C)	1	2	11203
Melville (C)	1	3	5675
Melville (C)	1	4	6319
Melville (C)	1	5	2308
Melville (C)	1	6	807
Menzies (S)	0	1	36
Menzies (S)	0	2	3
Menzies (S)	1	2	13
Menzies (S)	1	3	4
Menzies (S)	1	4	9
Menzies (S)	1	5	3
Menzies (S)	1	6	17
Merredin (S)	0	1	354
Merredin (S)	0	2	20
Merredin (S)	0	3	9
Merredin (S)	0	6	8
Merredin (S)	1	2	418
Merredin (S)	1	3	151
Merredin (S)	1	4	136
Merredin (S)	1	5	84
Merredin (S)	1	6	40
Mingenew (S)	0	1	52
Mingenew (S)	0	2	5
Mingenew (S)	1	2	65
Mingenew (S)	1	3	24
Mingenew (S)	1	4	23
Mingenew (S)	1	5	10
Mingenew (S)	1	6	3
Moora (S)	0	1	253
Moora (S)	0	2	16
Moora (S)	0	3	4
Moora (S)	1	2	284
Moora (S)	1	3	113
Moora (S)	1	4	109
Moora (S)	1	5	73
Moora (S)	1	6	22
Morawa (S)	0	1	87
Morawa (S)	0	2	3
Morawa (S)	1	2	81
Morawa (S)	1	3	36
Morawa (S)	1	4	25
Morawa (S)	1	5	16
Morawa (S)	1	6	11
Mosman Park (T)	0	1	1041
Mosman Park (T)	0	2	94
Mosman Park (T)	0	3	23
Mosman Park (T)	0	4	5
Mosman Park (T)	1	2	981
Mosman Park (T)	1	3	408
Mosman Park (T)	1	4	483
Mosman Park (T)	1	5	228
Mosman Park (T)	1	6	46
Mount Magnet (S)	0	1	53
Mount Magnet (S)	0	2	9
Mount Magnet (S)	1	2	51
Mount Magnet (S)	1	3	7
Mount Magnet (S)	1	4	16
Mount Magnet (S)	1	5	4
Mount Magnet (S)	1	6	11
Mount Marshall (S)	0	1	52
Mount Marshall (S)	0	2	6
Mount Marshall (S)	1	2	64
Mount Marshall (S)	1	3	30
Mount Marshall (S)	1	4	25
Mount Marshall (S)	1	5	11
Mount Marshall (S)	1	6	8
Mukinbudin (S)	0	1	52
Mukinbudin (S)	1	2	87
Mukinbudin (S)	1	3	19
Mukinbudin (S)	1	4	29
Mukinbudin (S)	1	5	10
Mukinbudin (S)	1	6	5
Mundaring (S)	0	1	2525
Mundaring (S)	0	2	211
Mundaring (S)	0	3	26
Mundaring (S)	0	4	8
Mundaring (S)	1	2	4476
Mundaring (S)	1	3	2067
Mundaring (S)	1	4	2202
Mundaring (S)	1	5	901
Mundaring (S)	1	6	425
Murchison (S)	0	1	16
Murchison (S)	1	2	9
Murchison (S)	1	3	3
Murchison (S)	1	4	4
Murchison (S)	1	5	3
Murchison (S)	1	6	3
Murray (S)	0	1	1361
Murray (S)	0	2	118
Murray (S)	0	3	9
Murray (S)	1	2	2294
Murray (S)	1	3	844
Murray (S)	1	4	806
Murray (S)	1	5	370
Murray (S)	1	6	194
Nannup (S)	0	1	148
Nannup (S)	0	2	15
Nannup (S)	1	2	222
Nannup (S)	1	3	53
Nannup (S)	1	4	46
Nannup (S)	1	5	21
Nannup (S)	1	6	7
Narembeen (S)	0	1	79
Narembeen (S)	0	2	3
Narembeen (S)	1	2	121
Narembeen (S)	1	3	43
Narembeen (S)	1	4	26
Narembeen (S)	1	5	16
Narembeen (S)	1	6	7
Narrogin (S)	0	1	553
Narrogin (S)	0	2	37
Narrogin (S)	0	3	6
Narrogin (S)	1	2	603
Narrogin (S)	1	3	241
Narrogin (S)	1	4	220
Narrogin (S)	1	5	100
Narrogin (S)	1	6	62
Nedlands (C)	0	1	1403
Nedlands (C)	0	2	129
Nedlands (C)	0	3	69
Nedlands (C)	0	4	45
Nedlands (C)	0	5	12
Nedlands (C)	0	6	3
Nedlands (C)	1	2	2071
Nedlands (C)	1	3	1052
Nedlands (C)	1	4	1444
Nedlands (C)	1	5	707
Nedlands (C)	1	6	200
Ngaanyatjarraku (S)	0	1	64
Ngaanyatjarraku (S)	0	2	4
Ngaanyatjarraku (S)	1	2	67
Ngaanyatjarraku (S)	1	3	50
Ngaanyatjarraku (S)	1	4	31
Ngaanyatjarraku (S)	1	5	61
Ngaanyatjarraku (S)	1	6	85
Northam (S)	0	1	1108
Northam (S)	0	2	90
Northam (S)	0	3	11
Northam (S)	1	2	1330
Northam (S)	1	3	482
Northam (S)	1	4	477
Northam (S)	1	5	235
Northam (S)	1	6	149
Northampton (S)	0	1	392
Northampton (S)	0	2	27
Northampton (S)	1	2	532
Northampton (S)	1	3	132
Northampton (S)	1	4	124
Northampton (S)	1	5	58
Northampton (S)	1	6	22
Nungarin (S)	0	1	27
Nungarin (S)	1	2	30
Nungarin (S)	1	3	10
Nungarin (S)	1	4	14
Nungarin (S)	1	5	10
Nungarin (S)	1	6	3
Peppermint Grove (S)	0	1	107
Peppermint Grove (S)	0	2	11
Peppermint Grove (S)	0	3	3
Peppermint Grove (S)	1	2	157
Peppermint Grove (S)	1	3	73
Peppermint Grove (S)	1	4	99
Peppermint Grove (S)	1	5	43
Peppermint Grove (S)	1	6	25
Perenjori (S)	0	1	55
Perenjori (S)	0	2	3
Perenjori (S)	1	2	57
Perenjori (S)	1	3	17
Perenjori (S)	1	4	16
Perenjori (S)	1	5	17
Perth (C)	0	1	3523
Perth (C)	0	2	596
Perth (C)	0	3	175
Perth (C)	0	4	77
Perth (C)	0	5	30
Perth (C)	0	6	17
Perth (C)	1	2	3102
Perth (C)	1	3	823
Perth (C)	1	4	326
Perth (C)	1	5	64
Perth (C)	1	6	29
Pingelly (S)	0	1	137
Pingelly (S)	0	2	7
Pingelly (S)	1	2	178
Pingelly (S)	1	3	48
Pingelly (S)	1	4	33
Pingelly (S)	1	5	28
Pingelly (S)	1	6	16
Plantagenet (S)	0	1	506
Plantagenet (S)	0	2	24
Plantagenet (S)	0	3	6
Plantagenet (S)	0	4	3
Plantagenet (S)	0	6	3
Plantagenet (S)	1	2	740
Plantagenet (S)	1	3	223
Plantagenet (S)	1	4	213
Plantagenet (S)	1	5	104
Plantagenet (S)	1	6	56
Port Hedland (T)	0	1	964
Port Hedland (T)	0	2	112
Port Hedland (T)	0	3	32
Port Hedland (T)	0	4	11
Port Hedland (T)	0	5	4
Port Hedland (T)	1	2	1249
Port Hedland (T)	1	3	654
Port Hedland (T)	1	4	687
Port Hedland (T)	1	5	336
Port Hedland (T)	1	6	200
Quairading (S)	0	1	138
Quairading (S)	0	2	8
Quairading (S)	1	2	147
Quairading (S)	1	3	51
Quairading (S)	1	4	27
Quairading (S)	1	5	11
Quairading (S)	1	6	10
Ravensthorpe (S)	0	1	204
Ravensthorpe (S)	0	2	6
Ravensthorpe (S)	1	2	236
Ravensthorpe (S)	1	3	69
Ravensthorpe (S)	1	4	58
Ravensthorpe (S)	1	5	29
Ravensthorpe (S)	1	6	13
Rockingham (C)	0	1	8721
Rockingham (C)	0	2	923
Rockingham (C)	0	3	137
Rockingham (C)	0	4	39
Rockingham (C)	0	5	9
Rockingham (C)	1	2	13106
Rockingham (C)	1	3	7216
Rockingham (C)	1	4	7599
Rockingham (C)	1	5	3242
Rockingham (C)	1	6	1493
Sandstone (S)	0	1	14
Sandstone (S)	0	2	4
Sandstone (S)	1	2	14
Sandstone (S)	1	3	3
Serpentine-Jarrahdale (S)	0	1	1098
Serpentine-Jarrahdale (S)	0	2	146
Serpentine-Jarrahdale (S)	0	3	18
Serpentine-Jarrahdale (S)	0	4	5
Serpentine-Jarrahdale (S)	1	2	2678
Serpentine-Jarrahdale (S)	1	3	1547
Serpentine-Jarrahdale (S)	1	4	1703
Serpentine-Jarrahdale (S)	1	5	746
Serpentine-Jarrahdale (S)	1	6	449
Shark Bay (S)	0	1	153
Shark Bay (S)	0	2	12
Shark Bay (S)	0	3	3
Shark Bay (S)	1	2	129
Shark Bay (S)	1	3	26
Shark Bay (S)	1	4	43
Shark Bay (S)	1	5	17
Shark Bay (S)	1	6	10
South Perth (C)	0	1	4951
South Perth (C)	0	2	624
South Perth (C)	0	3	237
South Perth (C)	0	4	108
South Perth (C)	0	5	28
South Perth (C)	0	6	15
South Perth (C)	1	2	5131
South Perth (C)	1	3	2265
South Perth (C)	1	4	2092
South Perth (C)	1	5	663
South Perth (C)	1	6	228
Stirling (C)	0	1	23645
Stirling (C)	0	2	2675
Stirling (C)	0	3	821
Stirling (C)	0	4	300
Stirling (C)	0	5	107
Stirling (C)	0	6	56
Stirling (C)	1	2	24796
Stirling (C)	1	3	11781
Stirling (C)	1	4	11434
Stirling (C)	1	5	4112
Stirling (C)	1	6	1704
Subiaco (C)	0	1	2723
Subiaco (C)	0	2	377
Subiaco (C)	0	3	167
Subiaco (C)	0	4	65
Subiaco (C)	0	5	20
Subiaco (C)	0	6	3
Subiaco (C)	1	2	2323
Subiaco (C)	1	3	934
Subiaco (C)	1	4	876
Subiaco (C)	1	5	286
Subiaco (C)	1	6	66
Swan (C)	0	1	8499
Swan (C)	0	2	999
Swan (C)	0	3	193
Swan (C)	0	4	52
Swan (C)	0	5	18
Swan (C)	0	6	16
Swan (C)	1	2	13070
Swan (C)	1	3	7947
Swan (C)	1	4	8307
Swan (C)	1	5	3433
Swan (C)	1	6	1963
Tammin (S)	0	1	38
Tammin (S)	0	2	4
Tammin (S)	1	2	38
Tammin (S)	1	3	15
Tammin (S)	1	4	12
Tammin (S)	1	5	11
Tammin (S)	1	6	5
Three Springs (S)	0	1	67
Three Springs (S)	1	2	79
Three Springs (S)	1	3	24
Three Springs (S)	1	4	26
Three Springs (S)	1	5	11
Three Springs (S)	1	6	3
Toodyay (S)	0	1	453
Toodyay (S)	0	2	31
Toodyay (S)	0	3	4
Toodyay (S)	1	2	759
Toodyay (S)	1	3	218
Toodyay (S)	1	4	131
Toodyay (S)	1	5	94
Toodyay (S)	1	6	44
Trayning (S)	0	1	52
Trayning (S)	0	2	3
Trayning (S)	1	2	53
Trayning (S)	1	3	11
Trayning (S)	1	4	7
Trayning (S)	1	5	7
Trayning (S)	1	6	3
Upper Gascoyne (S)	0	1	16
Upper Gascoyne (S)	0	2	3
Upper Gascoyne (S)	1	2	14
Upper Gascoyne (S)	1	3	9
Upper Gascoyne (S)	1	4	10
Upper Gascoyne (S)	1	5	4
Upper Gascoyne (S)	1	6	8
Victoria Park (T)	0	1	4277
