SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED50702,0,0,0,0,0,5,8,9,5,33,0,4,48,150,19,14,3,4,0,242,33,55,188,710,107,85,75,55,30,1336,0,19,25,167,33,25,12,4,0,289,3,4,20,92,16,9,4,0,0,143,0,10,11,40,17,8,0,0,0,86,3,8,32,380,22,29,16,20,6,518,0,4,5,49,20,39,97,112,40,368,0,8,6,51,18,3,3,3,0,91,3,4,42,302,10,9,3,0,0,379,0,5,0,31,12,14,12,6,0,75,5,19,92,355,74,83,41,22,5,696,0,0,0,4,0,6,7,3,0,23,0,7,25,96,12,16,9,13,3,177,0,0,3,76,50,60,39,33,23,284,0,9,33,139,8,0,0,0,0,189,0,3,8,11,15,10,38,21,12,113,18,109,193,647,276,204,108,23,4,1586,0,0,7,39,10,10,10,3,0,84,19,49,59,233,17,7,5,0,0,398
SED50806,0,0,0,0,3,5,4,4,0,18,0,0,4,12,4,0,0,0,0,24,11,24,14,210,10,16,12,11,8,308,0,5,14,29,7,5,3,0,0,64,0,3,0,19,0,0,0,0,0,30,0,3,4,10,4,0,0,0,0,27,0,26,16,87,23,25,19,7,3,205,0,0,3,10,10,28,93,87,60,292,0,4,5,20,9,0,0,0,0,40,0,0,28,98,3,0,0,0,0,131,0,0,0,5,7,3,3,0,0,18,0,3,10,25,14,12,12,4,0,85,0,0,0,0,0,3,3,3,0,11,0,0,4,6,8,3,4,3,4,27,0,0,0,13,5,4,3,0,0,23,0,3,3,17,0,0,0,0,0,26,0,0,3,14,17,22,68,18,13,166,14,64,112,328,207,187,90,31,4,1027,0,0,8,9,12,15,14,5,3,61,0,3,0,25,0,0,0,3,0,34
SED50904,0,0,0,8,3,10,3,0,0,25,0,5,8,37,5,3,7,3,0,76,21,53,87,570,94,54,36,14,5,927,3,8,21,84,17,13,0,0,0,144,0,8,9,49,19,7,3,0,0,92,0,3,12,16,7,7,0,0,0,48,3,107,65,306,88,49,34,18,7,675,3,8,7,53,28,22,39,16,8,179,0,8,3,59,9,0,3,0,0,91,0,0,13,52,7,4,0,0,0,71,0,0,0,4,0,4,0,0,0,12,3,23,41,140,56,51,22,13,0,350,0,0,0,4,3,10,12,6,0,34,0,4,21,80,29,26,7,4,0,169,0,0,7,18,12,6,12,8,0,57,0,3,3,21,0,0,0,0,0,29,0,8,10,27,13,43,47,34,14,184,65,435,523,1641,583,358,150,43,8,3811,0,20,18,84,42,17,25,15,0,214,0,12,13,43,6,3,0,0,0,74
SED51005,0,0,0,0,0,4,0,4,4,11,3,3,70,199,26,20,8,5,0,332,67,191,530,1887,213,151,125,58,18,3234,13,71,143,519,116,55,41,5,4,976,4,11,17,118,6,5,10,9,0,174,12,35,35,103,41,13,10,0,0,251,4,11,3,88,13,13,17,13,5,171,0,3,3,36,12,62,123,110,57,404,0,5,8,55,18,7,5,0,0,100,11,17,43,298,44,19,9,3,0,439,3,5,5,34,8,5,3,6,0,72,23,65,339,815,170,158,123,36,13,1744,0,0,0,0,0,0,4,5,0,13,4,28,48,153,27,17,8,3,0,295,3,17,73,246,130,114,84,35,13,710,7,15,67,207,17,12,0,0,0,323,0,0,3,9,12,15,55,33,18,150,20,155,141,443,202,175,74,22,0,1237,0,0,0,10,4,10,26,12,4,62,31,48,94,339,21,7,4,0,0,553
SED51104,0,0,0,0,7,13,21,11,0,54,0,7,3,15,8,17,8,4,0,60,4,11,18,98,47,44,37,17,8,274,0,3,5,17,8,8,10,3,4,60,0,4,3,37,14,6,4,0,0,82,0,0,3,4,0,0,0,0,0,13,3,33,10,159,50,51,27,10,5,345,0,5,4,24,21,49,84,37,27,258,3,9,5,19,16,4,8,4,0,69,0,7,6,16,7,0,0,0,0,39,0,3,0,3,0,0,0,0,0,6,3,14,21,70,29,72,59,25,0,295,0,0,0,0,0,4,4,3,0,14,0,0,3,9,3,5,8,0,0,28,0,0,0,6,4,5,9,7,3,36,0,0,0,4,0,0,0,0,0,3,0,5,3,20,22,21,53,17,12,152,0,56,45,261,176,155,72,19,5,785,3,9,4,26,12,11,8,11,4,76,0,0,0,0,0,4,0,0,0,5
SED51201,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,0,0,7,3,12,5,91,11,17,18,12,3,168,0,0,3,15,8,3,8,0,0,34,0,0,6,47,0,0,0,0,0,58,0,0,0,10,4,0,0,0,0,12,0,4,10,41,10,6,12,6,0,95,0,0,0,3,12,9,30,16,7,78,0,0,0,0,0,0,0,0,0,3,0,4,6,3,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,22,8,6,11,3,0,47,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,0,3,0,8,0,0,9,9,3,0,0,0,0,28,0,0,0,5,0,0,0,0,0,7,0,0,3,7,10,19,81,20,3,154,8,34,58,253,167,192,90,27,4,829,0,0,0,4,0,7,8,3,3,21,0,0,0,10,0,0,0,0,0,11
SED51304,0,3,0,7,5,8,18,18,15,77,4,21,20,50,21,25,19,3,3,165,22,95,127,681,100,55,52,27,11,1166,0,9,20,56,23,6,20,5,7,151,0,6,4,52,21,11,4,7,3,112,0,0,3,11,3,0,0,0,0,22,3,21,15,175,64,53,35,50,48,458,0,18,10,64,24,26,69,93,43,341,4,14,5,48,29,13,4,0,0,127,0,11,5,42,5,0,0,0,0,64,0,0,0,0,7,0,0,0,0,9,6,48,72,192,102,86,76,41,8,636,0,0,0,0,0,5,0,3,0,12,0,3,3,21,0,5,0,0,0,47,0,0,0,4,11,4,4,11,4,41,3,3,21,51,7,0,0,0,0,88,3,23,4,32,31,28,32,24,14,190,9,44,52,235,135,153,53,21,6,707,0,0,8,27,18,17,9,7,0,81,4,6,5,33,4,7,3,0,0,60
SED51405,0,0,5,0,0,0,0,3,0,15,0,0,16,68,10,7,4,0,0,110,6,54,70,507,96,50,49,16,8,857,4,13,35,141,37,22,9,7,0,268,0,5,7,82,3,4,6,0,0,121,0,0,0,7,0,0,0,0,0,8,0,24,5,144,35,15,16,13,4,250,0,9,10,51,67,144,193,167,69,708,0,7,3,47,4,4,5,0,0,70,7,20,7,127,22,5,0,0,0,186,0,3,3,12,3,6,3,3,0,28,3,20,48,239,53,55,28,6,4,455,0,0,0,4,3,0,7,4,0,14,0,0,6,34,11,5,0,3,0,59,0,0,0,13,5,5,11,5,3,38,3,7,5,34,0,0,0,0,0,51,0,4,3,12,22,30,25,16,11,121,34,141,192,657,249,184,65,14,3,1536,0,5,3,24,11,12,3,3,0,60,0,4,4,45,4,3,0,0,0,62
SED51506,0,0,0,0,0,0,0,0,0,8,0,4,0,10,0,0,0,0,0,14,8,11,5,82,19,15,20,3,0,161,0,3,0,16,3,0,0,3,0,25,0,0,3,8,6,0,0,0,0,19,0,4,0,9,0,3,0,0,0,14,0,11,11,57,12,12,9,3,3,115,0,0,0,3,8,10,37,34,12,101,0,0,0,13,3,3,0,0,0,20,0,4,18,32,0,0,0,0,0,51,0,0,0,7,8,4,0,0,0,18,0,3,0,24,10,9,3,0,0,56,0,0,0,0,0,3,0,0,0,6,0,0,3,3,6,3,3,0,0,19,0,0,0,3,0,0,0,0,0,9,0,4,0,7,0,0,0,0,0,14,0,4,3,16,23,18,49,17,7,125,12,129,127,355,262,201,64,16,4,1177,0,0,3,6,7,7,7,0,0,35,3,3,0,25,3,0,3,0,0,40
SED51604,0,0,0,0,0,3,3,3,8,16,6,39,39,37,19,25,4,6,0,175,8,17,22,140,51,22,25,12,8,294,0,3,14,29,16,12,12,3,3,93,0,0,0,37,16,18,6,6,4,94,0,3,0,3,0,0,0,0,0,11,4,10,15,119,48,43,27,26,3,288,0,10,14,58,12,22,32,21,14,179,10,14,11,76,25,15,11,3,0,160,0,0,7,29,9,3,3,0,0,53,0,0,0,0,3,0,3,0,0,9,0,27,34,79,58,59,41,17,4,317,0,0,0,0,0,3,0,0,0,9,0,0,0,3,4,7,9,4,0,29,0,0,3,6,5,5,0,8,3,29,0,0,0,17,0,0,0,0,0,24,3,16,3,27,25,12,33,8,3,128,0,24,43,208,128,127,69,26,10,626,0,0,0,20,12,14,17,7,6,70,0,0,4,12,4,3,0,0,0,28
SED51702,0,0,0,0,0,3,0,0,0,5,3,8,5,53,8,8,4,0,0,87,38,165,180,1622,175,134,60,15,3,2390,0,22,23,179,28,13,3,3,0,279,0,10,4,44,7,8,5,0,0,71,0,4,4,9,3,3,0,0,0,27,6,26,11,109,34,43,43,10,0,277,0,0,0,13,16,45,99,53,25,261,0,3,8,26,5,0,3,0,0,43,3,9,9,76,0,7,0,0,0,104,0,0,0,3,0,0,0,0,0,7,7,71,98,500,105,63,32,23,3,899,0,0,0,0,0,7,7,0,0,21,0,12,9,119,16,9,6,0,0,169,0,3,5,23,23,14,6,7,0,83,0,3,0,30,0,0,0,0,0,33,0,5,10,48,46,50,119,39,9,323,26,220,206,791,390,246,75,27,5,1983,0,3,4,22,16,20,8,9,0,78,6,14,10,84,3,0,4,0,0,123
SED51806,0,0,0,3,0,3,0,3,0,13,0,4,3,3,10,9,3,0,0,26,0,8,9,73,14,18,28,16,5,172,0,10,5,34,13,5,9,4,3,86,3,12,0,32,4,0,0,0,0,48,0,0,0,5,0,0,0,0,0,6,0,24,19,56,27,29,40,19,3,224,0,0,3,3,11,20,51,25,0,119,0,5,0,11,7,0,3,3,3,27,4,4,0,32,3,8,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,6,5,14,16,16,18,10,0,91,0,0,0,0,0,7,13,0,0,19,0,0,0,11,12,4,6,3,0,30,0,0,0,0,5,3,3,4,0,16,0,0,0,3,0,0,0,0,0,3,0,5,6,15,20,41,97,46,15,243,25,159,153,469,268,279,141,41,6,1537,0,6,0,16,4,8,16,10,4,61,0,0,0,3,0,0,0,0,0,9
SED51903,0,0,0,0,0,0,0,3,0,12,0,0,6,9,3,4,3,0,0,27,5,34,24,258,22,26,12,11,7,403,0,9,18,36,10,3,5,0,0,83,0,3,3,30,3,0,0,0,0,36,0,0,0,6,0,0,0,0,0,4,3,21,10,108,14,18,11,5,9,196,0,0,0,9,7,11,16,8,13,67,0,0,0,11,3,0,0,0,0,17,3,0,3,30,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,7,16,14,14,0,3,0,63,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,3,15,4,0,0,3,0,26,0,3,0,14,0,0,0,0,0,15,0,0,3,10,11,13,30,7,5,88,30,323,368,1229,659,493,145,26,5,3293,0,0,0,21,7,9,6,3,0,40,0,9,0,18,3,0,0,0,0,38
SED52002,0,0,0,3,0,0,0,0,5,12,0,0,4,36,6,11,0,4,0,62,22,108,111,793,105,90,83,34,7,1343,3,34,36,129,39,28,10,3,3,276,0,11,16,18,7,0,0,0,0,50,3,3,3,10,6,0,3,0,0,33,0,12,9,88,21,17,36,22,3,218,0,3,0,8,17,46,69,54,16,212,0,3,4,25,5,3,3,0,0,44,3,3,9,48,5,5,0,0,0,72,0,0,0,7,3,7,4,0,0,20,3,31,33,188,50,49,26,21,3,395,0,0,0,0,0,5,6,0,0,15,0,9,14,38,12,11,11,3,0,100,0,15,34,104,58,47,44,13,8,321,0,0,6,35,7,0,0,0,0,49,0,0,0,16,8,22,58,33,7,151,28,176,273,654,398,263,94,25,5,1924,0,0,7,12,11,9,28,12,3,75,4,15,6,46,11,5,6,0,0,91
SED52105,0,4,9,4,6,4,4,10,3,35,0,0,4,25,5,6,0,0,0,47,3,5,18,96,24,27,21,10,3,213,0,3,12,39,6,11,3,3,0,79,0,3,3,24,6,13,0,0,4,54,0,0,0,3,3,3,0,0,0,10,0,12,18,212,69,43,34,20,9,415,4,11,16,167,65,94,231,392,187,1166,0,8,8,38,20,10,5,0,0,90,0,0,4,37,3,3,0,0,0,50,0,0,0,3,3,0,4,0,0,9,0,8,9,39,28,25,14,3,0,127,0,0,0,0,4,0,7,0,0,16,0,0,0,7,10,8,8,0,0,35,0,0,3,12,5,0,3,4,0,34,0,0,3,13,0,0,0,0,0,15,0,0,8,41,32,23,42,17,7,173,0,31,60,369,234,206,70,13,0,985,0,0,3,24,10,15,9,6,0,79,0,0,3,9,4,0,0,0,0,18
SED52201,0,0,0,0,0,3,6,0,0,15,0,0,0,4,0,0,0,0,0,9,10,20,11,115,27,14,10,7,0,210,4,8,0,28,3,0,3,5,0,58,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,8,3,54,8,6,17,4,5,113,0,0,0,13,3,15,47,51,15,142,0,4,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,27,8,12,3,0,0,67,0,0,0,0,0,3,5,3,0,13,0,0,0,6,3,0,0,0,0,14,0,0,0,11,3,3,0,0,0,17,0,3,0,10,0,0,0,0,0,12,0,0,3,7,12,20,36,14,11,95,6,38,51,200,170,155,78,15,6,717,0,3,4,6,11,3,8,3,3,38,0,3,0,26,3,0,0,0,0,42
SED52304,0,0,0,4,13,9,30,18,3,71,0,10,8,67,15,16,7,3,0,126,6,59,89,588,185,85,109,40,24,1197,3,10,28,50,15,10,5,3,0,120,3,18,29,84,34,12,6,0,0,183,0,14,35,85,45,25,3,0,0,206,0,10,4,126,9,26,19,12,4,214,0,4,3,31,57,80,113,97,80,473,0,3,3,15,5,0,0,0,0,36,0,3,8,23,18,3,0,0,0,54,0,4,0,16,11,13,4,0,0,52,10,23,56,179,63,89,53,8,0,483,0,0,0,3,3,3,4,7,0,23,0,11,15,50,35,34,32,9,10,199,8,27,79,241,162,109,52,34,4,726,0,0,3,16,3,0,0,0,0,27,0,9,3,9,10,9,37,22,7,112,18,124,136,476,216,176,54,18,7,1223,0,0,3,20,8,12,9,8,0,62,3,12,19,66,11,3,3,0,0,118
SED52402,0,0,0,0,0,0,6,0,0,13,0,3,7,35,11,10,3,0,0,73,28,97,142,723,145,120,119,64,18,1450,7,41,39,229,58,42,19,4,3,446,0,13,15,25,11,4,0,0,0,76,0,3,12,58,20,10,8,0,0,112,0,11,3,58,31,19,37,18,5,182,0,0,0,7,21,38,50,46,17,181,0,0,8,28,8,4,3,0,0,48,3,12,11,69,23,6,3,0,0,120,0,0,4,25,15,11,7,0,0,56,13,58,77,296,141,172,106,44,3,918,0,0,0,0,3,10,7,0,0,23,3,17,12,55,11,11,3,4,0,111,3,17,63,189,88,79,45,25,9,512,0,0,0,24,0,7,0,0,0,34,3,3,4,5,12,26,89,46,17,204,18,166,197,558,319,208,80,36,10,1584,0,3,0,12,6,11,18,7,0,64,11,56,39,155,22,12,4,0,0,296
SED52504,0,0,0,0,5,6,13,3,0,33,0,3,7,13,16,14,6,4,0,61,0,7,14,48,42,44,56,26,7,243,0,8,16,23,14,10,0,0,0,76,0,0,0,9,8,3,8,0,0,32,0,0,0,0,0,0,0,0,0,0,3,58,30,171,79,78,51,20,5,503,0,3,3,31,23,35,78,37,8,217,0,5,5,22,16,3,6,3,0,63,0,4,0,3,0,0,0,0,0,7,0,0,0,3,6,4,3,0,0,13,3,3,4,26,22,34,22,9,7,129,0,0,3,0,4,0,0,0,0,10,0,0,3,9,8,8,5,3,0,37,0,0,0,6,7,10,15,3,0,38,0,0,0,0,0,0,0,0,0,0,0,6,5,16,23,22,65,15,4,157,4,48,53,319,166,201,70,15,3,876,0,3,0,20,22,12,16,8,4,79,0,0,7,14,4,0,4,0,0,28
SED52605,0,0,0,0,0,3,3,0,0,11,3,9,17,61,25,30,6,3,0,161,10,72,95,407,121,98,67,34,15,912,0,10,35,159,43,28,39,0,0,323,3,15,4,86,21,4,8,3,0,142,0,3,0,17,3,0,4,0,0,28,6,34,8,107,32,37,24,8,3,260,0,3,5,28,23,40,53,23,10,187,0,3,9,27,8,9,3,3,4,69,5,11,29,100,31,18,5,0,0,199,0,0,5,9,11,9,3,0,0,37,6,51,126,399,152,177,113,33,7,1063,0,0,0,0,3,0,0,0,0,10,3,3,10,24,16,6,6,0,0,62,0,0,0,10,11,8,8,11,3,52,0,0,3,23,3,0,0,0,0,34,0,8,7,14,18,23,35,16,9,135,19,115,136,382,220,144,69,5,7,1104,0,7,6,21,10,11,12,5,0,76,0,8,3,31,4,6,4,0,0,62
SED52704,0,0,0,0,0,0,3,8,0,16,0,0,15,27,15,22,4,3,0,82,6,10,50,151,30,37,37,13,8,336,0,3,11,51,11,12,10,0,4,116,4,5,7,67,14,6,12,3,3,116,0,3,9,6,7,3,0,0,0,32,8,75,41,270,89,90,47,25,5,656,0,4,3,21,10,27,29,19,12,124,0,4,9,20,7,0,5,3,0,53,0,0,12,35,3,4,0,0,0,60,0,0,0,3,0,5,3,0,0,14,0,7,47,70,32,44,32,13,3,249,0,0,0,0,3,3,0,0,0,9,0,3,13,22,14,9,13,8,0,80,0,0,4,15,9,21,12,9,5,66,0,0,3,6,0,0,0,0,0,13,0,0,0,17,12,30,51,37,12,156,10,97,114,487,255,189,69,24,11,1260,0,3,3,28,12,18,24,3,0,91,0,0,9,15,0,0,3,0,0,30
SED52802,0,0,0,4,0,0,5,3,0,13,0,4,10,13,3,3,0,4,0,34,13,56,63,379,65,65,67,46,15,765,0,18,19,64,21,12,7,3,0,149,0,8,7,11,0,0,0,0,0,27,0,0,3,15,7,0,0,0,0,22,0,17,12,73,44,37,46,22,8,261,0,0,0,8,17,72,95,107,45,354,0,0,0,9,6,3,0,0,0,25,3,0,0,28,0,0,0,0,0,26,0,0,3,6,4,9,6,0,0,34,0,8,17,53,43,53,28,19,6,223,0,0,0,0,3,5,4,3,0,15,0,6,10,30,7,15,7,3,4,82,0,15,45,81,45,27,20,12,6,257,0,3,3,23,4,3,0,0,0,31,0,10,4,26,30,27,75,56,32,259,9,77,79,257,233,211,75,26,5,969,0,4,8,13,22,10,20,9,3,80,0,24,14,48,6,8,3,0,0,111
SED52903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,22,92,63,52,11,0,0,259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SED53003,0,0,0,0,0,3,0,0,0,4,0,0,4,27,5,4,0,0,0,43,9,19,12,111,12,7,3,0,0,171,4,0,3,33,11,3,3,0,0,50,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,62,4,8,10,0,0,87,0,4,14,37,7,3,3,3,0,70,0,3,8,30,3,0,0,0,0,50,0,0,19,35,0,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,4,0,27,11,10,3,0,0,59,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,4,4,23,11,11,14,3,0,69,15,48,59,241,140,142,39,20,0,696,0,0,0,12,0,10,0,0,0,23,3,0,0,13,0,3,0,0,0,21
SED53104,0,0,0,0,3,10,13,5,4,33,0,0,0,19,11,12,3,0,0,47,0,6,25,74,65,37,59,22,20,308,3,0,4,23,11,9,9,0,0,54,0,17,5,43,8,3,3,0,0,83,0,0,0,0,0,0,0,0,0,0,0,52,29,184,59,41,34,21,6,424,0,3,3,9,27,42,69,43,12,216,3,7,7,28,16,3,0,0,0,67,0,3,9,18,4,0,0,0,0,32,0,0,0,4,0,4,5,0,0,12,0,3,22,39,33,57,42,14,5,213,0,0,0,0,0,7,4,3,0,9,0,0,0,8,6,10,4,3,0,36,0,0,0,3,13,24,18,17,5,74,0,0,0,3,0,0,0,0,0,3,0,8,10,18,13,25,42,18,13,152,4,51,75,314,202,199,93,23,4,961,0,3,0,29,8,19,21,9,3,100,0,0,0,9,0,3,3,0,0,17
SED53205,0,0,0,0,0,0,0,0,0,9,3,0,11,42,3,5,0,0,0,62,30,121,141,1057,91,73,47,19,7,1581,0,3,20,97,24,3,3,4,0,158,0,5,5,43,13,6,0,3,0,76,0,0,5,19,0,3,0,0,0,24,3,27,14,125,22,20,23,13,3,250,0,0,4,14,31,23,49,21,9,150,0,6,3,32,6,6,0,0,0,59,0,6,4,100,9,12,0,0,0,139,0,7,0,8,4,0,0,0,0,18,4,26,44,159,56,37,13,8,5,362,0,0,0,5,0,3,9,0,0,22,0,3,14,42,10,5,3,3,0,76,0,0,0,3,11,16,16,14,0,57,4,7,3,52,4,0,3,0,0,72,0,0,10,19,33,25,65,32,16,199,72,478,520,1524,582,391,135,28,5,3735,0,14,7,24,18,18,12,12,0,104,3,9,18,72,13,8,3,0,0,120
SED53306,0,0,0,0,0,0,7,3,0,10,0,4,0,8,3,3,3,3,0,25,4,44,30,221,39,25,20,16,8,406,3,3,11,33,11,10,6,0,0,83,0,3,0,33,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,4,42,18,76,26,21,23,13,6,233,0,3,3,0,16,8,41,19,9,101,0,0,3,17,3,0,0,0,0,25,0,6,0,29,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,11,8,33,28,9,5,4,0,106,0,0,0,0,0,0,3,0,0,7,0,3,0,13,8,3,4,0,0,34,0,0,0,5,12,7,0,12,0,37,0,6,4,21,3,0,0,0,0,37,0,4,8,20,13,37,71,40,24,207,17,172,219,551,311,247,148,48,15,1733,0,5,3,10,16,11,14,11,6,68,3,18,0,40,0,0,0,0,0,60
SED53402,0,3,0,4,3,7,20,27,4,65,0,0,20,83,15,12,5,4,0,147,52,100,140,871,92,117,92,55,23,1533,0,7,24,106,26,8,8,8,0,189,0,0,11,65,21,10,8,3,5,128,0,6,7,23,14,5,3,0,0,60,0,16,16,413,52,34,25,10,3,571,0,7,11,90,40,52,130,159,65,555,0,6,9,87,20,7,5,3,0,133,0,3,14,113,4,5,0,0,0,145,0,0,0,0,0,3,0,0,0,8,3,14,48,209,75,81,43,23,7,497,0,0,0,0,5,0,11,3,0,22,0,0,14,58,30,11,6,8,3,124,0,0,14,42,43,48,36,12,16,213,0,6,42,84,3,0,0,0,0,134,0,4,0,26,15,18,42,23,12,142,5,26,96,459,210,196,64,16,6,1080,0,0,5,37,13,8,11,3,3,89,13,27,27,132,8,6,3,0,0,214
